,Region,year_month,Car CPI,Semiconductor PPI,DMA
1197,"Baltimore-Columbia-Towson, MD",2021-05-01,,54.5,Baltimore MD
1198,"Boston-Cambridge-Newton, MA-NH",2021-05-01,120.889,54.5,Boston MA-Manchester NH
1199,"Chicago-Naperville-Elgin, IL-IN-WI",2021-05-01,105.236,54.5,Chicago IL
1200,"Dallas-Fort Worth-Arlington, TX",2021-05-01,120.311,54.5,Dallas-Ft. Worth TX
1201,"Denver-Aurora-Lakewood, CO",2021-05-01,,54.5,Denver CO
1202,"Detroit-Warren-Dearborn, MI",2021-05-01,,54.5,Detroit MI
1203,"Houston-The Woodlands-Sugar Land, TX",2021-05-01,,54.5,Houston TX
1204,"Los Angeles-Long Beach-Anaheim, CA",2021-05-01,98.432,54.5,Los Angeles CA
1205,"Miami-Fort Lauderdale-West Palm Beach, FL",2021-05-01,,54.5,Miami-Ft. Lauderdale FL
1206,"Minneapolis-St.Paul-Bloomington, MN-WI",2021-05-01,102.956,54.5,Minneapolis-St. Paul MN
1207,"New York-Newark-Jersey City, NY-NJ-PA",2021-05-01,105.142,54.5,New York NY
1208,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-05-01,,54.5,Philadelphia PA
1209,"Phoenix-Mesa-Scottsdale, AZ",2021-05-01,,54.5,Phoenix AZ
1210,"Riverside-San Bernardino-Ontario, CA",2021-05-01,108.655,54.5,
1211,"San Diego-Carlsbad, CA",2021-05-01,123.453,54.5,San Diego CA
1212,"San Francisco-Oakland-Hayward, CA",2021-05-01,,54.5,San Francisco-Oakland-San Jose CA
1213,Seattle-Tacoma-Bellevue WA,2021-05-01,,54.5,Seattle-Tacoma WA
1214,"St. Louis, MO-IL",2021-05-01,,54.5,St. Louis MO
1215,"Tampa-St. Petersburg-Clearwater, FL",2021-05-01,119.677,54.5,Tampa-St. Petersburg (Sarasota) FL
1216,Urban Alaska,2021-05-01,,54.5,Anchorage AK
1217,Urban Hawaii,2021-05-01,114.147,54.5,Honolulu HI
1218,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-05-01,107.464,54.5,Washington DC (Hagerstown MD)
1219,"Atlanta-Sandy Springs-Roswell, GA",2021-06-01,125.026,54.7,Atlanta GA
1220,"Baltimore-Columbia-Towson, MD",2021-06-01,,54.7,Baltimore MD
1221,"Boston-Cambridge-Newton, MA-NH",2021-06-01,,54.7,Boston MA-Manchester NH
1222,"Chicago-Naperville-Elgin, IL-IN-WI",2021-06-01,107.722,54.7,Chicago IL
1223,"Dallas-Fort Worth-Arlington, TX",2021-06-01,,54.7,Dallas-Ft. Worth TX
1224,"Denver-Aurora-Lakewood, CO",2021-06-01,,54.7,Denver CO
1225,"Detroit-Warren-Dearborn, MI",2021-06-01,,54.7,Detroit MI
1226,"Houston-The Woodlands-Sugar Land, TX",2021-06-01,102.248,54.7,Houston TX
1227,"Los Angeles-Long Beach-Anaheim, CA",2021-06-01,101.588,54.7,Los Angeles CA
1228,"Miami-Fort Lauderdale-West Palm Beach, FL",2021-06-01,,54.7,Miami-Ft. Lauderdale FL
1229,"Minneapolis-St.Paul-Bloomington, MN-WI",2021-06-01,,54.7,Minneapolis-St. Paul MN
1230,"New York-Newark-Jersey City, NY-NJ-PA",2021-06-01,112.83,54.7,New York NY
1231,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-06-01,123.972,54.7,Philadelphia PA
1232,"Phoenix-Mesa-Scottsdale, AZ",2021-06-01,,54.7,Phoenix AZ
1233,"Riverside-San Bernardino-Ontario, CA",2021-06-01,,54.7,
1234,"San Diego-Carlsbad, CA",2021-06-01,,54.7,San Diego CA
1235,"San Francisco-Oakland-Hayward, CA",2021-06-01,,54.7,San Francisco-Oakland-San Jose CA
1236,Seattle-Tacoma-Bellevue WA,2021-06-01,118.1,54.7,Seattle-Tacoma WA
1237,"St. Louis, MO-IL",2021-06-01,111.286,54.7,St. Louis MO
1238,"Tampa-St. Petersburg-Clearwater, FL",2021-06-01,,54.7,Tampa-St. Petersburg (Sarasota) FL
1239,Urban Alaska,2021-06-01,,54.7,Anchorage AK
1240,Urban Hawaii,2021-06-01,,54.7,Honolulu HI
1241,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-06-01,,54.7,Washington DC (Hagerstown MD)
1242,"Atlanta-Sandy Springs-Roswell, GA",2021-07-01,,54.548,Atlanta GA
1243,"Baltimore-Columbia-Towson, MD",2021-07-01,,54.548,Baltimore MD
1244,"Boston-Cambridge-Newton, MA-NH",2021-07-01,129.892,54.548,Boston MA-Manchester NH
1245,"Chicago-Naperville-Elgin, IL-IN-WI",2021-07-01,108.859,54.548,Chicago IL
1246,"Dallas-Fort Worth-Arlington, TX",2021-07-01,126.799,54.548,Dallas-Ft. Worth TX
1247,"Denver-Aurora-Lakewood, CO",2021-07-01,123.732,54.548,Denver CO
1248,"Detroit-Warren-Dearborn, MI",2021-07-01,,54.548,Detroit MI
1249,"Houston-The Woodlands-Sugar Land, TX",2021-07-01,,54.548,Houston TX
1250,"Los Angeles-Long Beach-Anaheim, CA",2021-07-01,102.565,54.548,Los Angeles CA
1251,"Miami-Fort Lauderdale-West Palm Beach, FL",2021-07-01,,54.548,Miami-Ft. Lauderdale FL
1252,"Minneapolis-St.Paul-Bloomington, MN-WI",2021-07-01,110.171,54.548,Minneapolis-St. Paul MN
1253,"New York-Newark-Jersey City, NY-NJ-PA",2021-07-01,105.561,54.548,New York NY
1254,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-07-01,,54.548,Philadelphia PA
1255,"Phoenix-Mesa-Scottsdale, AZ",2021-07-01,,54.548,Phoenix AZ
1256,"Riverside-San Bernardino-Ontario, CA",2021-07-01,114.513,54.548,
1257,"San Diego-Carlsbad, CA",2021-07-01,128.707,54.548,San Diego CA
1258,"San Francisco-Oakland-Hayward, CA",2021-07-01,,54.548,San Francisco-Oakland-San Jose CA
1259,Seattle-Tacoma-Bellevue WA,2021-07-01,,54.548,Seattle-Tacoma WA
1260,"St. Louis, MO-IL",2021-07-01,,54.548,St. Louis MO
1261,"Tampa-St. Petersburg-Clearwater, FL",2021-07-01,124.301,54.548,Tampa-St. Petersburg (Sarasota) FL
1262,Urban Alaska,2021-07-01,,54.548,Anchorage AK
1263,Urban Hawaii,2021-07-01,,54.548,Honolulu HI
1264,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-07-01,115.437,54.548,Washington DC (Hagerstown MD)
1265,"Atlanta-Sandy Springs-Roswell, GA",2021-08-01,126,54.766,Atlanta GA
1266,"Baltimore-Columbia-Towson, MD",2021-08-01,113.141,54.766,Baltimore MD
1267,"Boston-Cambridge-Newton, MA-NH",2021-08-01,,54.766,Boston MA-Manchester NH
1268,"Chicago-Naperville-Elgin, IL-IN-WI",2021-08-01,108.894,54.766,Chicago IL
1269,"Dallas-Fort Worth-Arlington, TX",2021-08-01,,54.766,Dallas-Ft. Worth TX
1270,"Denver-Aurora-Lakewood, CO",2021-08-01,,54.766,Denver CO
1271,"Detroit-Warren-Dearborn, MI",2021-08-01,,54.766,Detroit MI
1272,"Houston-The Woodlands-Sugar Land, TX",2021-08-01,100.573,54.766,Houston TX
1273,"Los Angeles-Long Beach-Anaheim, CA",2021-08-01,102.573,54.766,Los Angeles CA
1274,"Miami-Fort Lauderdale-West Palm Beach, FL",2021-08-01,135.797,54.766,Miami-Ft. Lauderdale FL
1275,"Minneapolis-St.Paul-Bloomington, MN-WI",2021-08-01,,54.766,Minneapolis-St. Paul MN
1276,"New York-Newark-Jersey City, NY-NJ-PA",2021-08-01,105.235,54.766,New York NY
1277,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-08-01,124.773,54.766,Philadelphia PA
1278,"Phoenix-Mesa-Scottsdale, AZ",2021-08-01,,54.766,Phoenix AZ
1279,"Riverside-San Bernardino-Ontario, CA",2021-08-01,,54.766,
1280,"San Diego-Carlsbad, CA",2021-08-01,,54.766,San Diego CA
1281,"San Francisco-Oakland-Hayward, CA",2021-08-01,105.621,54.766,San Francisco-Oakland-San Jose CA
1282,Seattle-Tacoma-Bellevue WA,2021-08-01,117.583,54.766,Seattle-Tacoma WA
1283,"St. Louis, MO-IL",2021-08-01,113.093,54.766,St. Louis MO
1284,"Tampa-St. Petersburg-Clearwater, FL",2021-08-01,,54.766,Tampa-St. Petersburg (Sarasota) FL
1285,Urban Alaska,2021-08-01,,54.766,Anchorage AK
1286,Urban Hawaii,2021-08-01,,54.766,Honolulu HI
1287,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-08-01,,54.766,Washington DC (Hagerstown MD)
1288,"Atlanta-Sandy Springs-Roswell, GA",2021-09-01,,54.875,Atlanta GA
1289,"Baltimore-Columbia-Towson, MD",2021-09-01,,54.875,Baltimore MD
1290,"Boston-Cambridge-Newton, MA-NH",2021-09-01,123.094,54.875,Boston MA-Manchester NH
1291,"Chicago-Naperville-Elgin, IL-IN-WI",2021-09-01,108.192,54.875,Chicago IL
1292,"Dallas-Fort Worth-Arlington, TX",2021-09-01,123.996,54.875,Dallas-Ft. Worth TX
1293,"Denver-Aurora-Lakewood, CO",2021-09-01,,54.875,Denver CO
1294,"Detroit-Warren-Dearborn, MI",2021-09-01,,54.875,Detroit MI
1295,"Houston-The Woodlands-Sugar Land, TX",2021-09-01,,54.875,Houston TX
1296,"Los Angeles-Long Beach-Anaheim, CA",2021-09-01,101.484,54.875,Los Angeles CA
1297,"Miami-Fort Lauderdale-West Palm Beach, FL",2021-09-01,,54.875,Miami-Ft. Lauderdale FL
1298,"Minneapolis-St.Paul-Bloomington, MN-WI",2021-09-01,111.22,54.875,Minneapolis-St. Paul MN
1299,"New York-Newark-Jersey City, NY-NJ-PA",2021-09-01,106.315,54.875,New York NY
1300,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-09-01,,54.875,Philadelphia PA
1301,"Phoenix-Mesa-Scottsdale, AZ",2021-09-01,,54.875,Phoenix AZ
1302,"Riverside-San Bernardino-Ontario, CA",2021-09-01,113.728,54.875,
1303,"San Diego-Carlsbad, CA",2021-09-01,126.409,54.875,San Diego CA
1304,"San Francisco-Oakland-Hayward, CA",2021-09-01,,54.875,San Francisco-Oakland-San Jose CA
1305,Seattle-Tacoma-Bellevue WA,2021-09-01,,54.875,Seattle-Tacoma WA
1306,"St. Louis, MO-IL",2021-09-01,,54.875,St. Louis MO
1307,"Tampa-St. Petersburg-Clearwater, FL",2021-09-01,126.716,54.875,Tampa-St. Petersburg (Sarasota) FL
1308,Urban Alaska,2021-09-01,,54.875,Anchorage AK
1309,Urban Hawaii,2021-09-01,,54.875,Honolulu HI
1310,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-09-01,113.192,54.875,Washington DC (Hagerstown MD)
1311,"Atlanta-Sandy Springs-Roswell, GA",2021-10-01,,54.947,Atlanta GA
1312,"Baltimore-Columbia-Towson, MD",2021-10-01,126.322,54.947,Baltimore MD
1313,"Boston-Cambridge-Newton, MA-NH",2021-10-01,,54.947,Boston MA-Manchester NH
1314,"Chicago-Naperville-Elgin, IL-IN-WI",2021-10-01,110.259,54.947,Chicago IL
1315,"Dallas-Fort Worth-Arlington, TX",2021-10-01,,54.947,Dallas-Ft. Worth TX
1316,"Denver-Aurora-Lakewood, CO",2021-10-01,,54.947,Denver CO
1317,"Detroit-Warren-Dearborn, MI",2021-10-01,,54.947,Detroit MI
1318,"Houston-The Woodlands-Sugar Land, TX",2021-10-01,104.187,54.947,Houston TX
1319,"Los Angeles-Long Beach-Anaheim, CA",2021-10-01,101.788,54.947,Los Angeles CA
1320,"Miami-Fort Lauderdale-West Palm Beach, FL",2021-10-01,135.752,54.947,Miami-Ft. Lauderdale FL
1321,"Minneapolis-St.Paul-Bloomington, MN-WI",2021-10-01,,54.947,Minneapolis-St. Paul MN
1322,"New York-Newark-Jersey City, NY-NJ-PA",2021-10-01,108.791,54.947,New York NY
1323,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-10-01,126.106,54.947,Philadelphia PA
1324,"Phoenix-Mesa-Scottsdale, AZ",2021-10-01,,54.947,Phoenix AZ
1325,"Riverside-San Bernardino-Ontario, CA",2021-10-01,,54.947,
1326,"San Diego-Carlsbad, CA",2021-10-01,,54.947,San Diego CA
1327,"San Francisco-Oakland-Hayward, CA",2021-10-01,105.032,54.947,San Francisco-Oakland-San Jose CA
1328,Seattle-Tacoma-Bellevue WA,2021-10-01,122.162,54.947,Seattle-Tacoma WA
1329,"St. Louis, MO-IL",2021-10-01,111.691,54.947,St. Louis MO
1330,"Tampa-St. Petersburg-Clearwater, FL",2021-10-01,,54.947,Tampa-St. Petersburg (Sarasota) FL
1331,Urban Alaska,2021-10-01,129.306,54.947,Anchorage AK
1332,Urban Hawaii,2021-10-01,,54.947,Honolulu HI
1333,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-10-01,,54.947,Washington DC (Hagerstown MD)
1334,"Atlanta-Sandy Springs-Roswell, GA",2021-11-01,,55.251,Atlanta GA
1335,"Baltimore-Columbia-Towson, MD",2021-11-01,,55.251,Baltimore MD
1336,"Boston-Cambridge-Newton, MA-NH",2021-11-01,131.202,55.251,Boston MA-Manchester NH
1337,"Chicago-Naperville-Elgin, IL-IN-WI",2021-11-01,111.104,55.251,Chicago IL
1338,"Dallas-Fort Worth-Arlington, TX",2021-11-01,127.134,55.251,Dallas-Ft. Worth TX
1339,"Denver-Aurora-Lakewood, CO",2021-11-01,,55.251,Denver CO
1340,"Detroit-Warren-Dearborn, MI",2021-11-01,,55.251,Detroit MI
1341,"Houston-The Woodlands-Sugar Land, TX",2021-11-01,,55.251,Houston TX
1342,"Los Angeles-Long Beach-Anaheim, CA",2021-11-01,104.08,55.251,Los Angeles CA
1343,"Miami-Fort Lauderdale-West Palm Beach, FL",2021-11-01,,55.251,Miami-Ft. Lauderdale FL
1344,"Minneapolis-St.Paul-Bloomington, MN-WI",2021-11-01,113.856,55.251,Minneapolis-St. Paul MN
1345,"New York-Newark-Jersey City, NY-NJ-PA",2021-11-01,110.56,55.251,New York NY
1346,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-11-01,,55.251,Philadelphia PA
1347,"Phoenix-Mesa-Scottsdale, AZ",2021-11-01,,55.251,Phoenix AZ
1348,"Riverside-San Bernardino-Ontario, CA",2021-11-01,116.756,55.251,
1349,"San Diego-Carlsbad, CA",2021-11-01,128.958,55.251,San Diego CA
1350,"San Francisco-Oakland-Hayward, CA",2021-11-01,,55.251,San Francisco-Oakland-San Jose CA
1351,Seattle-Tacoma-Bellevue WA,2021-11-01,,55.251,Seattle-Tacoma WA
1352,"St. Louis, MO-IL",2021-11-01,,55.251,St. Louis MO
1353,"Tampa-St. Petersburg-Clearwater, FL",2021-11-01,131.648,55.251,Tampa-St. Petersburg (Sarasota) FL
1354,Urban Alaska,2021-11-01,,55.251,Anchorage AK
1355,Urban Hawaii,2021-11-01,119.712,55.251,Honolulu HI
1356,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-11-01,118.939,55.251,Washington DC (Hagerstown MD)
1357,"Atlanta-Sandy Springs-Roswell, GA",2021-12-01,140.048,55.42,Atlanta GA
1358,"Baltimore-Columbia-Towson, MD",2021-12-01,136.715,55.42,Baltimore MD
1359,"Boston-Cambridge-Newton, MA-NH",2021-12-01,,55.42,Boston MA-Manchester NH
1360,"Chicago-Naperville-Elgin, IL-IN-WI",2021-12-01,115.68,55.42,Chicago IL
1361,"Dallas-Fort Worth-Arlington, TX",2021-12-01,,55.42,Dallas-Ft. Worth TX
1362,"Denver-Aurora-Lakewood, CO",2021-12-01,,55.42,Denver CO
1363,"Detroit-Warren-Dearborn, MI",2021-12-01,,55.42,Detroit MI
1364,"Houston-The Woodlands-Sugar Land, TX",2021-12-01,106.096,55.42,Houston TX
1365,"Los Angeles-Long Beach-Anaheim, CA",2021-12-01,104.756,55.42,Los Angeles CA
1366,"Miami-Fort Lauderdale-West Palm Beach, FL",2021-12-01,141.151,55.42,Miami-Ft. Lauderdale FL
1367,"Minneapolis-St.Paul-Bloomington, MN-WI",2021-12-01,,55.42,Minneapolis-St. Paul MN
1368,"New York-Newark-Jersey City, NY-NJ-PA",2021-12-01,112.455,55.42,New York NY
1369,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-12-01,128.159,55.42,Philadelphia PA
1370,"Phoenix-Mesa-Scottsdale, AZ",2021-12-01,,55.42,Phoenix AZ
1371,"Riverside-San Bernardino-Ontario, CA",2021-12-01,,55.42,
1372,"San Diego-Carlsbad, CA",2021-12-01,,55.42,San Diego CA
1373,"San Francisco-Oakland-Hayward, CA",2021-12-01,115.888,55.42,San Francisco-Oakland-San Jose CA
1374,Seattle-Tacoma-Bellevue WA,2021-12-01,123.801,55.42,Seattle-Tacoma WA
1375,"St. Louis, MO-IL",2021-12-01,115.733,55.42,St. Louis MO
1376,"Tampa-St. Petersburg-Clearwater, FL",2021-12-01,,55.42,Tampa-St. Petersburg (Sarasota) FL
1377,Urban Alaska,2021-12-01,131.841,55.42,Anchorage AK
1378,Urban Hawaii,2021-12-01,,55.42,Honolulu HI
1379,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-12-01,,55.42,Washington DC (Hagerstown MD)
1380,"Atlanta-Sandy Springs-Roswell, GA",2022-01-01,,56.336,Atlanta GA
1381,"Baltimore-Columbia-Towson, MD",2022-01-01,,56.336,Baltimore MD
1382,"Boston-Cambridge-Newton, MA-NH",2022-01-01,135.405,56.336,Boston MA-Manchester NH
1383,"Chicago-Naperville-Elgin, IL-IN-WI",2022-01-01,116.825,56.336,Chicago IL
1384,"Dallas-Fort Worth-Arlington, TX",2022-01-01,129.92,56.336,Dallas-Ft. Worth TX
1385,"Denver-Aurora-Lakewood, CO",2022-01-01,,56.336,Denver CO
1386,"Detroit-Warren-Dearborn, MI",2022-01-01,,56.336,Detroit MI
1387,"Houston-The Woodlands-Sugar Land, TX",2022-01-01,,56.336,Houston TX
1388,"Los Angeles-Long Beach-Anaheim, CA",2022-01-01,107.658,56.336,Los Angeles CA
1389,"Miami-Fort Lauderdale-West Palm Beach, FL",2022-01-01,,56.336,Miami-Ft. Lauderdale FL
1390,"Minneapolis-St.Paul-Bloomington, MN-WI",2022-01-01,114.942,56.336,Minneapolis-St. Paul MN
1391,"New York-Newark-Jersey City, NY-NJ-PA",2022-01-01,112.077,56.336,New York NY
1392,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-01-01,,56.336,Philadelphia PA
1393,"Phoenix-Mesa-Scottsdale, AZ",2022-01-01,,56.336,Phoenix AZ
1394,"Riverside-San Bernardino-Ontario, CA",2022-01-01,118.079,56.336,
1395,"San Diego-Carlsbad, CA",2022-01-01,132.95,56.336,San Diego CA
1396,"San Francisco-Oakland-Hayward, CA",2022-01-01,,56.336,San Francisco-Oakland-San Jose CA
1397,Seattle-Tacoma-Bellevue WA,2022-01-01,,56.336,Seattle-Tacoma WA
1398,"St. Louis, MO-IL",2022-01-01,,56.336,St. Louis MO
1399,"Tampa-St. Petersburg-Clearwater, FL",2022-01-01,135.312,56.336,Tampa-St. Petersburg (Sarasota) FL
1400,Urban Alaska,2022-01-01,,56.336,Anchorage AK
1401,Urban Hawaii,2022-01-01,120.367,56.336,Honolulu HI
1402,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2022-01-01,118.604,56.336,Washington DC (Hagerstown MD)
1403,"Atlanta-Sandy Springs-Roswell, GA",2022-02-01,140.911,56.366,Atlanta GA
1404,"Baltimore-Columbia-Towson, MD",2022-02-01,134.755,56.366,Baltimore MD
1405,"Boston-Cambridge-Newton, MA-NH",2022-02-01,,56.366,Boston MA-Manchester NH
1406,"Chicago-Naperville-Elgin, IL-IN-WI",2022-02-01,117.343,56.366,Chicago IL
1407,"Dallas-Fort Worth-Arlington, TX",2022-02-01,,56.366,Dallas-Ft. Worth TX
1408,"Denver-Aurora-Lakewood, CO",2022-02-01,,56.366,Denver CO
1409,"Detroit-Warren-Dearborn, MI",2022-02-01,,56.366,Detroit MI
1410,"Houston-The Woodlands-Sugar Land, TX",2022-02-01,107.642,56.366,Houston TX
1411,"Los Angeles-Long Beach-Anaheim, CA",2022-02-01,108.029,56.366,Los Angeles CA
1412,"Miami-Fort Lauderdale-West Palm Beach, FL",2022-02-01,142.869,56.366,Miami-Ft. Lauderdale FL
1413,"Minneapolis-St.Paul-Bloomington, MN-WI",2022-02-01,,56.366,Minneapolis-St. Paul MN
1414,"New York-Newark-Jersey City, NY-NJ-PA",2022-02-01,114.029,56.366,New York NY
1415,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-02-01,129.738,56.366,Philadelphia PA
1416,"Phoenix-Mesa-Scottsdale, AZ",2022-02-01,,56.366,Phoenix AZ
1417,"Riverside-San Bernardino-Ontario, CA",2022-02-01,,56.366,
1418,"San Diego-Carlsbad, CA",2022-02-01,,56.366,San Diego CA
1419,"San Francisco-Oakland-Hayward, CA",2022-02-01,,56.366,San Francisco-Oakland-San Jose CA
1420,Seattle-Tacoma-Bellevue WA,2022-02-01,125.576,56.366,Seattle-Tacoma WA
1421,"St. Louis, MO-IL",2022-02-01,119.059,56.366,St. Louis MO
1422,"Tampa-St. Petersburg-Clearwater, FL",2022-02-01,,56.366,Tampa-St. Petersburg (Sarasota) FL
1423,Urban Alaska,2022-02-01,133.837,56.366,Anchorage AK
1424,Urban Hawaii,2022-02-01,,56.366,Honolulu HI
1425,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2022-02-01,,56.366,Washington DC (Hagerstown MD)
1426,"Atlanta-Sandy Springs-Roswell, GA",2022-03-01,,56.726,Atlanta GA
1427,"Baltimore-Columbia-Towson, MD",2022-03-01,,56.726,Baltimore MD
1428,"Boston-Cambridge-Newton, MA-NH",2022-03-01,135.327,56.726,Boston MA-Manchester NH
1429,"Chicago-Naperville-Elgin, IL-IN-WI",2022-03-01,118.006,56.726,Chicago IL
1430,"Dallas-Fort Worth-Arlington, TX",2022-03-01,133.749,56.726,Dallas-Ft. Worth TX
1431,"Denver-Aurora-Lakewood, CO",2022-03-01,,56.726,Denver CO
1432,"Detroit-Warren-Dearborn, MI",2022-03-01,,56.726,Detroit MI
1433,"Houston-The Woodlands-Sugar Land, TX",2022-03-01,,56.726,Houston TX
1434,"Los Angeles-Long Beach-Anaheim, CA",2022-03-01,108.1,56.726,Los Angeles CA
1435,"Miami-Fort Lauderdale-West Palm Beach, FL",2022-03-01,,56.726,Miami-Ft. Lauderdale FL
1436,"Minneapolis-St.Paul-Bloomington, MN-WI",2022-03-01,115.065,56.726,Minneapolis-St. Paul MN
1437,"New York-Newark-Jersey City, NY-NJ-PA",2022-03-01,114.712,56.726,New York NY
1438,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-03-01,,56.726,Philadelphia PA
1439,"Phoenix-Mesa-Scottsdale, AZ",2022-03-01,,56.726,Phoenix AZ
1440,"Riverside-San Bernardino-Ontario, CA",2022-03-01,116.928,56.726,
1441,"San Diego-Carlsbad, CA",2022-03-01,134.8,56.726,San Diego CA
1442,"San Francisco-Oakland-Hayward, CA",2022-03-01,,56.726,San Francisco-Oakland-San Jose CA
1443,Seattle-Tacoma-Bellevue WA,2022-03-01,,56.726,Seattle-Tacoma WA
1444,"St. Louis, MO-IL",2022-03-01,,56.726,St. Louis MO
1445,"Tampa-St. Petersburg-Clearwater, FL",2022-03-01,135.01,56.726,Tampa-St. Petersburg (Sarasota) FL
1446,Urban Alaska,2022-03-01,,56.726,Anchorage AK
1447,Urban Hawaii,2022-03-01,121.508,56.726,Honolulu HI
1448,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2022-03-01,123.039,56.726,Washington DC (Hagerstown MD)
1449,"Atlanta-Sandy Springs-Roswell, GA",2022-04-01,141.523,56.488,Atlanta GA
1450,"Baltimore-Columbia-Towson, MD",2022-04-01,134.702,56.488,Baltimore MD
1451,"Boston-Cambridge-Newton, MA-NH",2022-04-01,,56.488,Boston MA-Manchester NH
1452,"Chicago-Naperville-Elgin, IL-IN-WI",2022-04-01,118.618,56.488,Chicago IL
1453,"Dallas-Fort Worth-Arlington, TX",2022-04-01,,56.488,Dallas-Ft. Worth TX
1454,"Denver-Aurora-Lakewood, CO",2022-04-01,,56.488,Denver CO
1455,"Detroit-Warren-Dearborn, MI",2022-04-01,132.783,56.488,Detroit MI
1456,"Houston-The Woodlands-Sugar Land, TX",2022-04-01,107.032,56.488,Houston TX
1457,"Los Angeles-Long Beach-Anaheim, CA",2022-04-01,110.535,56.488,Los Angeles CA
1458,"Miami-Fort Lauderdale-West Palm Beach, FL",2022-04-01,135.582,56.488,Miami-Ft. Lauderdale FL
1459,"Minneapolis-St.Paul-Bloomington, MN-WI",2022-04-01,,56.488,Minneapolis-St. Paul MN
1460,"New York-Newark-Jersey City, NY-NJ-PA",2022-04-01,121.113,56.488,New York NY
1461,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-04-01,132.219,56.488,Philadelphia PA
1462,"Phoenix-Mesa-Scottsdale, AZ",2022-04-01,114.81,56.488,Phoenix AZ
1463,"Riverside-San Bernardino-Ontario, CA",2022-04-01,,56.488,
1464,"San Diego-Carlsbad, CA",2022-04-01,,56.488,San Diego CA
1465,"San Francisco-Oakland-Hayward, CA",2022-04-01,117.73,56.488,San Francisco-Oakland-San Jose CA
1466,Seattle-Tacoma-Bellevue WA,2022-04-01,125.939,56.488,Seattle-Tacoma WA
1467,"St. Louis, MO-IL",2022-04-01,119.282,56.488,St. Louis MO
1468,"Tampa-St. Petersburg-Clearwater, FL",2022-04-01,,56.488,Tampa-St. Petersburg (Sarasota) FL
1469,Urban Alaska,2022-04-01,133.47,56.488,Anchorage AK
1470,Urban Hawaii,2022-04-01,,56.488,Honolulu HI
1471,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2022-04-01,,56.488,Washington DC (Hagerstown MD)
1472,"Atlanta-Sandy Springs-Roswell, GA",2022-05-01,,56.624,Atlanta GA
1473,"Baltimore-Columbia-Towson, MD",2022-05-01,,56.624,Baltimore MD
1474,"Boston-Cambridge-Newton, MA-NH",2022-05-01,136.123,56.624,Boston MA-Manchester NH
1475,"Chicago-Naperville-Elgin, IL-IN-WI",2022-05-01,119.671,56.624,Chicago IL
1476,"Dallas-Fort Worth-Arlington, TX",2022-05-01,136.557,56.624,Dallas-Ft. Worth TX
1477,"Denver-Aurora-Lakewood, CO",2022-05-01,132.765,56.624,Denver CO
1478,"Detroit-Warren-Dearborn, MI",2022-05-01,,56.624,Detroit MI
1479,"Houston-The Woodlands-Sugar Land, TX",2022-05-01,,56.624,Houston TX
1480,"Los Angeles-Long Beach-Anaheim, CA",2022-05-01,110.365,56.624,Los Angeles CA
1481,"Miami-Fort Lauderdale-West Palm Beach, FL",2022-05-01,,56.624,Miami-Ft. Lauderdale FL
1482,"Minneapolis-St.Paul-Bloomington, MN-WI",2022-05-01,115.978,56.624,Minneapolis-St. Paul MN
1483,"New York-Newark-Jersey City, NY-NJ-PA",2022-05-01,113.437,56.624,New York NY
1484,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-05-01,,56.624,Philadelphia PA
1485,"Phoenix-Mesa-Scottsdale, AZ",2022-05-01,,56.624,Phoenix AZ
1486,"Riverside-San Bernardino-Ontario, CA",2022-05-01,118.775,56.624,
1487,"San Diego-Carlsbad, CA",2022-05-01,134.633,56.624,San Diego CA
1488,"San Francisco-Oakland-Hayward, CA",2022-05-01,,56.624,San Francisco-Oakland-San Jose CA
1489,Seattle-Tacoma-Bellevue WA,2022-05-01,,56.624,Seattle-Tacoma WA
1490,"St. Louis, MO-IL",2022-05-01,,56.624,St. Louis MO
