year_month,DMA,GT MVT
2018-04,New Orleans LA,85.0
2018-04,New York NY,66.0
2018-04,Norfolk-Portsmouth-Newport News VA,30.7
2018-04,Oklahoma City OK,41.6
2018-04,Omaha NE,30.6
2018-04,Ontario,30.3
2018-04,Philadelphia PA,32.8
2018-04,Phoenix AZ,68.5
2018-04,Portland OR,33.3
2018-04,Raleigh-Durham (Fayetteville) NC,33.6
2018-04,Sacramento-Stockton-Modesto CA,45.1
2018-04,San Antonio TX,35.8
2018-04,San Diego CA,50.6
2018-04,San Francisco-Oakland-San Jose CA,56.4
2018-04,Seattle-Tacoma WA,57.2
2018-04,Tucson AZ,45.4
2018-04,Tulsa OK,33.3
2018-04,Washington DC (Hagerstown MD),45.5
2018-04,Wichita-Hutchinson KS,31.9
2018-05,Albuquerque-Santa Fe NM,46.8
2018-05,Atlanta GA,63.0
2018-05,Austin TX,43.8
2018-05,Bakersfield CA,29.3
2018-05,Baltimore MD,28.6
2018-05,Boston MA-Manchester NH,50.9
2018-05,Charlotte NC,39.6
2018-05,Chicago IL,43.4
2018-05,Cincinnati OH,41.3
2018-05,Colorado Springs-Pueblo CO,42.1
2018-05,Columbus OH,22.7
2018-05,Dallas-Ft. Worth TX,59.6
2018-05,Denver CO,27.6
2018-05,Detroit MI,25.4
2018-05,El Paso TX,36.3
2018-05,Fresno-Visalia CA,30.1
2018-05,Houston TX,46.0
2018-05,Jacksonville FL,39.8
2018-05,Kansas City MO,54.5
2018-05,Las Vegas NV,56.6
2018-05,Los Angeles CA,66.6
2018-05,Louisville KY,44.9
2018-05,Memphis TN,28.2
2018-05,Miami-Ft. Lauderdale FL,39.3
2018-05,Milwaukee WI,36.2
2018-05,Minneapolis-St. Paul MN,33.2
2018-05,Nashville TN,50.0
2018-05,New Orleans LA,45.4
2018-05,New Orleans LA,41.0
2018-05,New York NY,52.6
2018-05,Norfolk-Portsmouth-Newport News VA,29.4
2018-05,Oklahoma City OK,34.3
2018-05,Omaha NE,45.6
2018-05,Ontario,38.3
2018-05,Philadelphia PA,48.1
2018-05,Phoenix AZ,55.0
2018-05,Portland OR,40.5
2018-05,Raleigh-Durham (Fayetteville) NC,30.5
2018-05,Sacramento-Stockton-Modesto CA,60.6
2018-05,San Antonio TX,32.3
2018-05,San Diego CA,44.4
2018-05,San Francisco-Oakland-San Jose CA,58.1
2018-05,Seattle-Tacoma WA,45.5
2018-05,Tucson AZ,40.7
2018-05,Tulsa OK,43.3
2018-05,Washington DC (Hagerstown MD),41.4
2018-05,Wichita-Hutchinson KS,36.9
2018-06,Albuquerque-Santa Fe NM,34.9
2018-06,Atlanta GA,41.3
2018-06,Austin TX,47.2
2018-06,Bakersfield CA,40.0
2018-06,Baltimore MD,41.8
2018-06,Boston MA-Manchester NH,34.9
2018-06,Charlotte NC,37.1
2018-06,Chicago IL,44.4
2018-06,Cincinnati OH,50.1
2018-06,Colorado Springs-Pueblo CO,46.4
2018-06,Columbus OH,29.1
2018-06,Dallas-Ft. Worth TX,47.4
2018-06,Denver CO,32.1
2018-06,Detroit MI,37.2
2018-06,El Paso TX,32.4
2018-06,Fresno-Visalia CA,46.8
2018-06,Houston TX,76.0
2018-06,Jacksonville FL,45.4
2018-06,Kansas City MO,54.6
2018-06,Las Vegas NV,41.4
2018-06,Los Angeles CA,54.0
2018-06,Louisville KY,30.4
2018-06,Memphis TN,38.7
2018-06,Miami-Ft. Lauderdale FL,48.4
2018-06,Milwaukee WI,45.0
2018-06,Minneapolis-St. Paul MN,39.8
2018-06,Nashville TN,50.6
2018-06,New Orleans LA,44.3
2018-06,New York NY,67.7
2018-06,Norfolk-Portsmouth-Newport News VA,49.2
2018-06,Oklahoma City OK,40.9
2018-06,Omaha NE,32.8
2018-06,Ontario,32.7
2018-06,Philadelphia PA,46.4
2018-06,Phoenix AZ,33.5
2018-06,Portland OR,51.5
2018-06,Raleigh-Durham (Fayetteville) NC,48.3
2018-06,Sacramento-Stockton-Modesto CA,51.6
2018-06,San Antonio TX,29.4
2018-06,San Diego CA,51.3
2018-06,San Francisco-Oakland-San Jose CA,49.7
2018-06,Seattle-Tacoma WA,53.8
2018-06,Tucson AZ,35.9
2018-06,Tulsa OK,48.7
2018-06,Washington DC (Hagerstown MD),25.2
2018-06,Wichita-Hutchinson KS,41.8
2018-07,Albuquerque-Santa Fe NM,50.9
2018-07,Atlanta GA,61.8
2018-07,Austin TX,63.8
2018-07,Bakersfield CA,28.1
2018-07,Baltimore MD,34.5
2018-07,Boston MA-Manchester NH,51.0
2018-07,Charlotte NC,66.6
2018-07,Chicago IL,35.2
2018-07,Cincinnati OH,40.9
2018-07,Cincinnati OH,28.5
2018-07,Colorado Springs-Pueblo CO,33.6
2018-07,Columbus OH,38.5
2018-07,Dallas-Ft. Worth TX,75.1
2018-07,Denver CO,23.1
2018-07,Detroit MI,27.6
2018-07,El Paso TX,26.8
2018-07,Fresno-Visalia CA,47.3
2018-07,Houston TX,54.1
2018-07,Jacksonville FL,32.1
2018-07,Kansas City MO,30.9
2018-07,Las Vegas NV,52.3
2018-07,Los Angeles CA,50.6
2018-07,Louisville KY,37.3
2018-07,Memphis TN,44.8
2018-07,Miami-Ft. Lauderdale FL,49.2
2018-07,Milwaukee WI,36.1
2018-07,Minneapolis-St. Paul MN,34.8
2018-07,Nashville TN,50.4
2018-07,New Orleans LA,48.1
2018-07,New York NY,49.4
2018-07,Norfolk-Portsmouth-Newport News VA,35.1
2018-07,Oklahoma City OK,23.2
2018-07,Omaha NE,29.7
2018-07,Ontario,44.6
2018-07,Philadelphia PA,47.4
2018-07,Phoenix AZ,47.2
2018-07,Portland OR,40.2
2018-07,Raleigh-Durham (Fayetteville) NC,45.7
2018-07,Sacramento-Stockton-Modesto CA,44.3
2018-07,San Antonio TX,47.1
2018-07,San Diego CA,67.3
2018-07,San Francisco-Oakland-San Jose CA,58.5
2018-07,Seattle-Tacoma WA,51.8
2018-07,Tucson AZ,32.5
2018-07,Tulsa OK,36.0
2018-07,Washington DC (Hagerstown MD),55.4
2018-07,Wichita-Hutchinson KS,40.4
2018-08,Albuquerque-Santa Fe NM,46.1
2018-08,Atlanta GA,57.5
2018-08,Austin TX,52.3
2018-08,Bakersfield CA,31.6
2018-08,Baltimore MD,38.0
2018-08,Boston MA-Manchester NH,41.5
2018-08,Charlotte NC,51.1
2018-08,Chicago IL,42.8
2018-08,Cincinnati OH,60.3
2018-08,Cincinnati OH,53.0
2018-08,Colorado Springs-Pueblo CO,38.4
2018-08,Columbus OH,44.0
2018-08,Dallas-Ft. Worth TX,52.3
2018-08,Denver CO,39.6
2018-08,Detroit MI,46.0
2018-08,El Paso TX,39.6
2018-08,Fresno-Visalia CA,33.2
2018-08,Houston TX,49.6
2018-08,Jacksonville FL,35.5
2018-08,Kansas City MO,37.5
2018-08,Las Vegas NV,44.2
2018-08,Los Angeles CA,56.0
2018-08,Louisville KY,25.5
2018-08,Memphis TN,34.0
2018-08,Miami-Ft. Lauderdale FL,35.5
2018-08,Milwaukee WI,37.7
2018-08,Minneapolis-St. Paul MN,42.5
2018-08,Nashville TN,47.0
2018-08,New Orleans LA,49.1
2018-08,New York NY,53.7
2018-08,Norfolk-Portsmouth-Newport News VA,33.3
2018-08,Oklahoma City OK,42.3
2018-08,Omaha NE,33.4
2018-08,Ontario,55.1
2018-08,Philadelphia PA,48.4
2018-08,Phoenix AZ,52.3
2018-08,Portland OR,48.9
2018-08,Raleigh-Durham (Fayetteville) NC,52.3
2018-08,Sacramento-Stockton-Modesto CA,79.2
2018-08,San Antonio TX,49.7
2018-08,San Diego CA,45.2
2018-08,San Francisco-Oakland-San Jose CA,58.4
2018-08,Seattle-Tacoma WA,40.8
2018-08,Tucson AZ,34.2
2018-08,Tulsa OK,40.0
2018-08,Washington DC (Hagerstown MD),55.9
2018-08,Wichita-Hutchinson KS,40.2
2018-09,Albuquerque-Santa Fe NM,30.7
2018-09,Atlanta GA,64.4
2018-09,Austin TX,34.9
2018-09,Bakersfield CA,28.4
2018-09,Baltimore MD,23.9
2018-09,Boston MA-Manchester NH,48.5
2018-09,Charlotte NC,65.8
2018-09,Chicago IL,46.9
2018-09,Cincinnati OH,42.9
2018-09,Cincinnati OH,31.0
2018-09,Colorado Springs-Pueblo CO,44.2
2018-09,Columbus OH,17.1
2018-09,Dallas-Ft. Worth TX,70.9
2018-09,Denver CO,36.5
2018-09,Detroit MI,41.8
2018-09,El Paso TX,34.0
2018-09,Fresno-Visalia CA,42.6
2018-09,Houston TX,60.4
2018-09,Jacksonville FL,32.2
2018-09,Kansas City MO,42.7
2018-09,Las Vegas NV,57.2
2018-09,Los Angeles CA,49.2
2018-09,Louisville KY,48.2
2018-09,Memphis TN,43.3
2018-09,Miami-Ft. Lauderdale FL,50.9
2018-09,Milwaukee WI,33.4
2018-09,Minneapolis-St. Paul MN,27.7
2018-09,Nashville TN,44.0
2018-09,New Orleans LA,51.6
2018-09,New Orleans LA,44.0
2018-09,New York NY,54.6
2018-09,Norfolk-Portsmouth-Newport News VA,26.8
2018-09,Oklahoma City OK,36.2
2018-09,Omaha NE,35.1
2018-09,Ontario,49.9
2018-09,Philadelphia PA,61.0
2018-09,Phoenix AZ,43.6
2018-09,Portland OR,26.3
2018-09,Raleigh-Durham (Fayetteville) NC,35.1
2018-09,Sacramento-Stockton-Modesto CA,75.2
2018-09,San Antonio TX,48.1
2018-09,San Diego CA,63.4
2018-09,San Francisco-Oakland-San Jose CA,53.0
2018-09,Seattle-Tacoma WA,38.0
2018-09,Tucson AZ,39.1
2018-09,Tulsa OK,39.0
2018-09,Washington DC (Hagerstown MD),41.0
2018-09,Wichita-Hutchinson KS,54.7
2018-10,Albuquerque-Santa Fe NM,36.0
2018-10,Atlanta GA,67.9
2018-10,Austin TX,44.9
2018-10,Bakersfield CA,34.5
2018-10,Baltimore MD,28.4
2018-10,Boston MA-Manchester NH,42.7
2018-10,Charlotte NC,44.5
2018-10,Chicago IL,46.5
2018-10,Cincinnati OH,42.6
2018-10,Colorado Springs-Pueblo CO,30.2
2018-10,Columbus OH,19.3
2018-10,Dallas-Ft. Worth TX,70.0
2018-10,Denver CO,32.8
2018-10,Detroit MI,39.3
2018-10,El Paso TX,39.4
2018-10,Fresno-Visalia CA,42.6
2018-10,Houston TX,64.9
2018-10,Jacksonville FL,39.0
2018-10,Kansas City MO,31.2
2018-10,Las Vegas NV,32.1
2018-10,Los Angeles CA,42.0
2018-10,Louisville KY,32.6
2018-10,Memphis TN,36.3
2018-10,Miami-Ft. Lauderdale FL,60.8
2018-10,Milwaukee WI,25.0
2018-10,Minneapolis-St. Paul MN,48.6
2018-10,Nashville TN,55.0
2018-10,New Orleans LA,44.7
2018-10,New York NY,51.4
2018-10,Norfolk-Portsmouth-Newport News VA,42.2
2018-10,Oklahoma City OK,31.2
2018-10,Omaha NE,36.2
2018-10,Ontario,42.8
2018-10,Philadelphia PA,32.5
2018-10,Phoenix AZ,38.9
2018-10,Portland OR,55.4
2018-10,Raleigh-Durham (Fayetteville) NC,38.8
2018-10,Sacramento-Stockton-Modesto CA,62.5
2018-10,San Antonio TX,49.8
2018-10,San Diego CA,43.3
2018-10,San Francisco-Oakland-San Jose CA,51.1
2018-10,Seattle-Tacoma WA,63.9
2018-10,Tucson AZ,32.9
2018-10,Tulsa OK,51.2
2018-10,Washington DC (Hagerstown MD),49.9
2018-10,Wichita-Hutchinson KS,32.5
2018-11,Albuquerque-Santa Fe NM,31.9
2018-11,Atlanta GA,49.3
2018-11,Austin TX,65.3
2018-11,Bakersfield CA,40.3
2018-11,Baltimore MD,38.3
2018-11,Boston MA-Manchester NH,36.2
2018-11,Charlotte NC,43.6
2018-11,Chicago IL,40.4
2018-11,Cincinnati OH,51.4
2018-11,Colorado Springs-Pueblo CO,53.5
2018-11,Columbus OH,44.2
2018-11,Dallas-Ft. Worth TX,54.7
2018-11,Denver CO,31.0
2018-11,Detroit MI,25.7
2018-11,El Paso TX,33.5
2018-11,Fresno-Visalia CA,35.5
2018-11,Houston TX,47.5
2018-11,Jacksonville FL,36.2
2018-11,Kansas City MO,44.4
2018-11,Las Vegas NV,46.8
2018-11,Los Angeles CA,50.0
2018-11,Louisville KY,36.1
2018-11,Memphis TN,30.3
2018-11,Miami-Ft. Lauderdale FL,38.4
2018-11,Milwaukee WI,27.5
2018-11,Minneapolis-St. Paul MN,28.0
2018-11,Nashville TN,55.8
2018-11,New Orleans LA,54.8
2018-11,New York NY,55.2
2018-11,Norfolk-Portsmouth-Newport News VA,30.8
2018-11,Oklahoma City OK,27.6
2018-11,Omaha NE,23.1
2018-11,Ontario,39.1
2018-11,Philadelphia PA,30.3
2018-11,Phoenix AZ,52.6
2018-11,Portland OR,56.0
2018-11,Raleigh-Durham (Fayetteville) NC,56.4
2018-11,Sacramento-Stockton-Modesto CA,46.7
2018-11,San Antonio TX,21.1
2018-11,San Diego CA,41.7
2018-11,San Francisco-Oakland-San Jose CA,54.7
2018-11,Seattle-Tacoma WA,38.7
2018-11,Tucson AZ,28.8
2018-11,Tulsa OK,39.7
2018-11,Washington DC (Hagerstown MD),45.1
2018-11,Wichita-Hutchinson KS,30.9
2018-12,Albuquerque-Santa Fe NM,32.6
2018-12,Atlanta GA,51.1
2018-12,Austin TX,34.0
2018-12,Bakersfield CA,27.4
2018-12,Baltimore MD,69.6
2018-12,Boston MA-Manchester NH,32.8
2018-12,Charlotte NC,47.0
2018-12,Chicago IL,56.3
2018-12,Cincinnati OH,40.2
2018-12,Colorado Springs-Pueblo CO,34.3
2018-12,Columbus OH,39.3
2018-12,Dallas-Ft. Worth TX,52.9
2018-12,Denver CO,48.0
2018-12,Detroit MI,27.0
2018-12,El Paso TX,35.6
2018-12,Fresno-Visalia CA,51.1
2018-12,Houston TX,61.8
2018-12,Jacksonville FL,38.2
2018-12,Kansas City MO,27.5
2018-12,Las Vegas NV,38.8
2018-12,Los Angeles CA,60.0
2018-12,Louisville KY,41.2
2018-12,Memphis TN,41.4
2018-12,Miami-Ft. Lauderdale FL,29.2
2018-12,Milwaukee WI,45.0
2018-12,Minneapolis-St. Paul MN,25.7
2018-12,Nashville TN,70.9
2018-12,New Orleans LA,71.5
2018-12,New Orleans LA,89.0
2018-12,New York NY,57.5
2018-12,Norfolk-Portsmouth-Newport News VA,23.9
2018-12,Oklahoma City OK,26.9
2018-12,Omaha NE,33.0
2018-12,Ontario,60.3
2018-12,Philadelphia PA,50.8
2018-12,Phoenix AZ,59.4
2018-12,Portland OR,43.4
2018-12,Raleigh-Durham (Fayetteville) NC,35.3
2018-12,Sacramento-Stockton-Modesto CA,78.0
2018-12,San Antonio TX,30.8
2018-12,San Diego CA,61.5
2018-12,San Francisco-Oakland-San Jose CA,47.3
2018-12,Seattle-Tacoma WA,43.6
2018-12,Tucson AZ,35.2
2018-12,Tulsa OK,55.0
2018-12,Washington DC (Hagerstown MD),48.4
2018-12,Wichita-Hutchinson KS,46.0
2019-01,Albuquerque-Santa Fe NM,45.7
2019-01,Atlanta GA,76.4
2019-01,Austin TX,35.5
2019-01,Bakersfield CA,29.8
2019-01,Baltimore MD,39.3
2019-01,Boston MA-Manchester NH,41.1
2019-01,Charlotte NC,56.2
2019-01,Chicago IL,55.9
2019-01,Cincinnati OH,36.5
2019-01,Colorado Springs-Pueblo CO,28.8
2019-01,Columbus OH,38.0
2019-01,Dallas-Ft. Worth TX,75.5
2019-01,Denver CO,32.1
2019-01,Detroit MI,42.1
2019-01,El Paso TX,38.4
2019-01,Fresno-Visalia CA,34.6
2019-01,Houston TX,67.7
2019-01,Jacksonville FL,27.6
2019-01,Kansas City MO,39.0
2019-01,Las Vegas NV,38.6
2019-01,Los Angeles CA,50.8
2019-01,Louisville KY,33.2
2019-01,Memphis TN,25.0
2019-01,Miami-Ft. Lauderdale FL,55.5
2019-01,Milwaukee WI,30.0
2019-01,Minneapolis-St. Paul MN,26.3
2019-01,Nashville TN,53.7
2019-01,New Orleans LA,45.5
2019-01,New York NY,51.2
2019-01,Norfolk-Portsmouth-Newport News VA,32.4
2019-01,Oklahoma City OK,36.4
2019-01,Omaha NE,29.8
2019-01,Ontario,36.7
2019-01,Philadelphia PA,40.0
2019-01,Phoenix AZ,60.4
2019-01,Portland OR,42.2
2019-01,Raleigh-Durham (Fayetteville) NC,32.8
2019-01,Sacramento-Stockton-Modesto CA,55.1
2019-01,San Antonio TX,33.2
2019-01,San Diego CA,47.2
2019-01,San Francisco-Oakland-San Jose CA,58.9
2019-01,Seattle-Tacoma WA,68.1
2019-01,Tucson AZ,32.2
2019-01,Tulsa OK,36.2
2019-01,Washington DC (Hagerstown MD),41.4
2019-01,Wichita-Hutchinson KS,32.6
2019-02,Albuquerque-Santa Fe NM,41.2
2019-02,Atlanta GA,81.5
2019-02,Austin TX,46.1
2019-02,Bakersfield CA,30.8
2019-02,Baltimore MD,34.6
2019-02,Boston MA-Manchester NH,52.2
2019-02,Charlotte NC,52.3
2019-02,Chicago IL,45.9
2019-02,Cincinnati OH,50.2
2019-02,Cincinnati OH,42.0
2019-02,Colorado Springs-Pueblo CO,38.3
2019-02,Columbus OH,22.7
2019-02,Dallas-Ft. Worth TX,83.4
2019-02,Denver CO,34.9
2019-02,Detroit MI,41.7
2019-02,El Paso TX,41.5
2019-02,Fresno-Visalia CA,35.2
2019-02,Houston TX,56.5
2019-02,Jacksonville FL,33.7
2019-02,Kansas City MO,35.4
2019-02,Las Vegas NV,52.7
2019-02,Los Angeles CA,48.2
2019-02,Louisville KY,39.4
2019-02,Memphis TN,43.1
2019-02,Miami-Ft. Lauderdale FL,81.6
2019-02,Milwaukee WI,27.9
2019-02,Minneapolis-St. Paul MN,28.2
2019-02,Nashville TN,64.9
2019-02,New Orleans LA,51.1
2019-02,New York NY,48.6
2019-02,Norfolk-Portsmouth-Newport News VA,29.3
2019-02,Oklahoma City OK,30.9
2019-02,Omaha NE,30.7
2019-02,Ontario,32.7
2019-02,Philadelphia PA,43.6
2019-02,Phoenix AZ,67.0
2019-02,Portland OR,36.4
2019-02,Raleigh-Durham (Fayetteville) NC,31.4
2019-02,Sacramento-Stockton-Modesto CA,50.3
2019-02,San Antonio TX,39.5
2019-02,San Diego CA,68.8
2019-02,San Francisco-Oakland-San Jose CA,65.6
2019-02,Seattle-Tacoma WA,45.7
2019-02,Tucson AZ,35.4
2019-02,Tulsa OK,54.7
2019-02,Washington DC (Hagerstown MD),25.5
2019-02,Wichita-Hutchinson KS,38.7
2019-03,Albuquerque-Santa Fe NM,34.6
2019-03,Atlanta GA,41.8
2019-03,Austin TX,24.3
2019-03,Bakersfield CA,34.6
2019-03,Baltimore MD,28.1
2019-03,Boston MA-Manchester NH,38.9
2019-03,Charlotte NC,32.8
2019-03,Chicago IL,33.2
2019-03,Cincinnati OH,46.3
2019-03,Colorado Springs-Pueblo CO,39.0
2019-03,Columbus OH,23.8
2019-03,Dallas-Ft. Worth TX,76.2
2019-03,Denver CO,51.8
2019-03,Detroit MI,40.3
2019-03,El Paso TX,37.4
2019-03,Fresno-Visalia CA,29.6
2019-03,Houston TX,53.1
2019-03,Jacksonville FL,34.7
2019-03,Kansas City MO,44.4
2019-03,Las Vegas NV,22.5
2019-03,Los Angeles CA,51.9
2019-03,Louisville KY,31.1
2019-03,Memphis TN,36.0
2019-03,Miami-Ft. Lauderdale FL,53.8
2019-03,Milwaukee WI,34.4
2019-03,Minneapolis-St. Paul MN,19.3
2019-03,Nashville TN,35.0
2019-03,New Orleans LA,48.6
2019-03,New York NY,45.9
2019-03,Norfolk-Portsmouth-Newport News VA,34.2
2019-03,Oklahoma City OK,26.6
2019-03,Omaha NE,32.0
2019-03,Ontario,43.6
2019-03,Philadelphia PA,47.9
2019-03,Phoenix AZ,61.8
2019-03,Portland OR,53.1
2019-03,Raleigh-Durham (Fayetteville) NC,46.8
2019-03,Sacramento-Stockton-Modesto CA,41.8
2019-03,San Antonio TX,40.9
2019-03,San Diego CA,66.4
2019-03,San Francisco-Oakland-San Jose CA,53.9
2019-03,Seattle-Tacoma WA,49.5
2019-03,Tucson AZ,43.0
2019-03,Tulsa OK,33.6
2019-03,Washington DC (Hagerstown MD),44.0
2019-03,Wichita-Hutchinson KS,25.1
2019-04,Albuquerque-Santa Fe NM,34.4
2019-04,Atlanta GA,33.7
2019-04,Austin TX,52.3
2019-04,Bakersfield CA,34.0
2019-04,Baltimore MD,40.8
2019-04,Boston MA-Manchester NH,30.5
2019-04,Charlotte NC,37.0
2019-04,Chicago IL,51.7
2019-04,Cincinnati OH,41.1
2019-04,Cincinnati OH,36.0
2019-04,Colorado Springs-Pueblo CO,40.8
2019-04,Columbus OH,24.6
2019-04,Dallas-Ft. Worth TX,52.7
2019-04,Denver CO,31.3
2019-04,Detroit MI,31.1
2019-04,El Paso TX,34.0
2019-04,Fresno-Visalia CA,24.8
2019-04,Houston TX,48.6
2019-04,Jacksonville FL,39.5
2019-04,Kansas City MO,34.2
2019-04,Las Vegas NV,31.8
2019-04,Los Angeles CA,38.2
2019-04,Louisville KY,28.2
2019-04,Memphis TN,32.2
2019-04,Miami-Ft. Lauderdale FL,68.2
2019-04,Milwaukee WI,39.0
2019-04,Minneapolis-St. Paul MN,41.2
2019-04,Nashville TN,64.9
2019-04,New Orleans LA,47.3
2019-04,New York NY,33.8
2019-04,Norfolk-Portsmouth-Newport News VA,25.4
2019-04,Oklahoma City OK,35.7
2019-04,Omaha NE,36.0
2019-04,Ontario,36.3
2019-04,Philadelphia PA,36.4
2019-04,Phoenix AZ,37.7
2019-04,Portland OR,20.5
2019-04,Raleigh-Durham (Fayetteville) NC,40.4
2019-04,Sacramento-Stockton-Modesto CA,47.2
2019-04,San Antonio TX,35.7
2019-04,San Diego CA,43.0
2019-04,San Francisco-Oakland-San Jose CA,55.6
2019-04,Seattle-Tacoma WA,61.2
2019-04,Tucson AZ,49.9
2019-04,Tulsa OK,31.4
2019-04,Washington DC (Hagerstown MD),38.2
2019-04,Wichita-Hutchinson KS,44.2
2019-05,Albuquerque-Santa Fe NM,36.6
2019-05,Atlanta GA,60.2
2019-05,Austin TX,52.0
2019-05,Bakersfield CA,32.1
2019-05,Baltimore MD,40.2
2019-05,Boston MA-Manchester NH,22.1
2019-05,Charlotte NC,26.0
2019-05,Chicago IL,39.5
2019-05,Cincinnati OH,40.1
2019-05,Colorado Springs-Pueblo CO,31.7
2019-05,Columbus OH,35.7
2019-05,Dallas-Ft. Worth TX,69.1
2019-05,Denver CO,44.2
2019-05,Detroit MI,46.1
2019-05,El Paso TX,29.3
2019-05,Fresno-Visalia CA,27.2
2019-05,Houston TX,45.3
2019-05,Jacksonville FL,45.0
2019-05,Kansas City MO,37.7
2019-05,Las Vegas NV,38.8
2019-05,Los Angeles CA,61.4
2019-05,Louisville KY,23.4
2019-05,Memphis TN,42.8
2019-05,Miami-Ft. Lauderdale FL,71.5
2019-05,Milwaukee WI,44.5
2019-05,Minneapolis-St. Paul MN,33.6
2019-05,Nashville TN,29.8
2019-05,New Orleans LA,56.2
2019-05,New Orleans LA,51.0
2019-05,New York NY,47.6
2019-05,Norfolk-Portsmouth-Newport News VA,40.1
2019-05,Oklahoma City OK,38.8
2019-05,Omaha NE,53.5
2019-05,Ontario,37.5
2019-05,Philadelphia PA,33.0
2019-05,Phoenix AZ,63.9
2019-05,Portland OR,52.8
2019-05,Raleigh-Durham (Fayetteville) NC,26.9
2019-05,Sacramento-Stockton-Modesto CA,43.0
2019-05,San Antonio TX,43.3
2019-05,San Diego CA,47.9
2019-05,San Francisco-Oakland-San Jose CA,63.7
2019-05,Seattle-Tacoma WA,45.4
2019-05,Tucson AZ,42.3
2019-05,Tulsa OK,40.3
2019-05,Washington DC (Hagerstown MD),35.3
2019-05,Wichita-Hutchinson KS,45.3
2019-06,Albuquerque-Santa Fe NM,24.8
2019-06,Atlanta GA,48.6
2019-06,Austin TX,27.7
2019-06,Bakersfield CA,34.6
2019-06,Baltimore MD,36.9
2019-06,Boston MA-Manchester NH,33.7
2019-06,Charlotte NC,46.3
2019-06,Chicago IL,40.5
2019-06,Cincinnati OH,42.7
2019-06,Cincinnati OH,31.0
2019-06,Colorado Springs-Pueblo CO,38.5
2019-06,Columbus OH,34.2
2019-06,Dallas-Ft. Worth TX,63.9
2019-06,Denver CO,44.0
2019-06,Detroit MI,49.6
2019-06,El Paso TX,40.4
2019-06,Fresno-Visalia CA,28.9
2019-06,Houston TX,63.6
2019-06,Jacksonville FL,38.9
2019-06,Kansas City MO,44.4
2019-06,Las Vegas NV,45.6
2019-06,Los Angeles CA,52.1
2019-06,Louisville KY,47.9
2019-06,Memphis TN,36.1
2019-06,Miami-Ft. Lauderdale FL,41.8
2019-06,Milwaukee WI,22.5
2019-06,Minneapolis-St. Paul MN,34.7
2019-06,Nashville TN,46.7
2019-06,New Orleans LA,60.7
2019-06,New Orleans LA,76.0
2019-06,New York NY,48.8
2019-06,Norfolk-Portsmouth-Newport News VA,43.5
2019-06,Oklahoma City OK,30.7
2019-06,Omaha NE,31.2
2019-06,Ontario,40.0
2019-06,Philadelphia PA,25.1
2019-06,Phoenix AZ,42.1
2019-06,Portland OR,56.9
2019-06,Raleigh-Durham (Fayetteville) NC,27.3
2019-06,Sacramento-Stockton-Modesto CA,64.0
2019-06,San Antonio TX,41.8
2019-06,San Diego CA,56.4
2019-06,San Francisco-Oakland-San Jose CA,51.9
2019-06,Seattle-Tacoma WA,35.1
2019-06,Tucson AZ,33.5
2019-06,Tulsa OK,39.2
2019-06,Washington DC (Hagerstown MD),36.1
2019-06,Wichita-Hutchinson KS,39.7
2019-07,Albuquerque-Santa Fe NM,36.0
2019-07,Atlanta GA,65.4
2019-07,Austin TX,33.3
2019-07,Bakersfield CA,38.1
2019-07,Baltimore MD,28.7
2019-07,Boston MA-Manchester NH,28.8
2019-07,Charlotte NC,52.9
2019-07,Chicago IL,52.3
2019-07,Cincinnati OH,46.9
2019-07,Cincinnati OH,36.0
2019-07,Colorado Springs-Pueblo CO,54.5
2019-07,Columbus OH,29.9
2019-07,Dallas-Ft. Worth TX,86.7
2019-07,Denver CO,42.5
2019-07,Detroit MI,63.4
2019-07,El Paso TX,39.2
2019-07,Fresno-Visalia CA,40.5
2019-07,Houston TX,84.0
2019-07,Jacksonville FL,30.3
2019-07,Kansas City MO,86.5
2019-07,Las Vegas NV,40.3
2019-07,Los Angeles CA,46.1
2019-07,Louisville KY,30.7
2019-07,Memphis TN,34.4
2019-07,Miami-Ft. Lauderdale FL,44.3
2019-07,Milwaukee WI,32.9
2019-07,Minneapolis-St. Paul MN,32.2
2019-07,Nashville TN,44.5
2019-07,New Orleans LA,57.9
2019-07,New Orleans LA,76.0
2019-07,New York NY,50.6
2019-07,Norfolk-Portsmouth-Newport News VA,27.4
2019-07,Oklahoma City OK,32.2
2019-07,Omaha NE,58.0
2019-07,Ontario,48.6
2019-07,Philadelphia PA,44.3
2019-07,Phoenix AZ,60.4
2019-07,Portland OR,35.3
2019-07,Raleigh-Durham (Fayetteville) NC,45.3
2019-07,Sacramento-Stockton-Modesto CA,53.5
2019-07,San Antonio TX,45.5
2019-07,San Diego CA,78.0
2019-07,San Francisco-Oakland-San Jose CA,66.2
2019-07,Seattle-Tacoma WA,53.3
2019-07,Tucson AZ,34.3
2019-07,Tulsa OK,33.8
2019-07,Washington DC (Hagerstown MD),67.8
2019-07,Wichita-Hutchinson KS,50.1
2019-08,Albuquerque-Santa Fe NM,38.7
2019-08,Atlanta GA,57.1
2019-08,Austin TX,50.1
2019-08,Bakersfield CA,33.6
2019-08,Baltimore MD,30.4
2019-08,Boston MA-Manchester NH,36.3
2019-08,Charlotte NC,47.4
2019-08,Chicago IL,63.1
2019-08,Cincinnati OH,67.0
2019-08,Cincinnati OH,67.2
