DMA,Year,Percentage of Foreign Born,Percentage of Moved In,Percentage of Renter,Mobility Index,Concentrated Disadvantaged Index,Percentage of Unemployed,Percentage of Single Parent Households,Percentage of Poverty,Heterogeneity Index,Percentage of Young Males,Percentage of Dropped Out,Percentage of Divorced,Population (logged),Less than High School,Percentage of White,Percentage of Black,Percentage of Hispanic,Percentage of Native Americans,Percentage of Internet Subscription per Household,Average Vehicle HH,Population
Savannah GA,2015,5.9,20.1,37.7,3.2,2.9,4.1,13.2,9.5,0.6,8.1,5.7,9.4,13.8,8.5,58.9,29.3,7.9,0.2,79.9,1.8,939267
Savannah GA,2016,5.4,19.5,36.9,2.9,2.0,3.8,13.1,8.2,0.6,7.9,4.7,9.4,13.8,8.4,58.6,29.2,7.9,0.2,84.4,1.8,949999
Savannah GA,2017,5.4,20.1,35.3,2.8,1.4,3.4,12.2,8.0,0.6,7.6,4.9,9.5,13.8,8.7,58.4,28.7,8.1,0.3,86.6,1.8,958827
Savannah GA,2018,5.9,18.6,35.0,2.2,1.1,3.2,12.9,7.7,0.6,7.8,4.9,9.5,13.8,8.0,58.5,28.8,8.1,0.2,87.7,1.8,963292
Savannah GA,2019,5.7,16.0,34.2,1.1,0.4,2.7,12.6,7.3,0.6,7.8,4.7,9.2,13.8,8.0,58.3,29.1,8.2,0.2,83.7,1.8,972501
Savannah GA,2020,6.0,16.5,33.1,1.1,-0.6,2.7,11.4,7.0,0.6,7.9,4.1,8.9,13.8,7.0,57.5,28.2,8.6,0.1,87.8,1.8,987666
Savannah GA,2021,5.7,17.0,34.0,1.4,-0.9,2.6,10.9,7.3,0.6,7.9,4.4,9.0,13.8,6.7,57.4,28.2,8.5,0.1,91.7,1.8,990613
Savannah GA,2022,5.9,17.5,32.6,1.4,-1.3,2.1,10.8,7.3,0.6,8.0,4.1,9.1,13.8,7.0,57.0,27.6,8.6,0.1,92.8,1.8,1009244
Seattle-Tacoma WA,2011,14.5,17.8,34.8,1.9,-0.2,5.3,9.4,5.2,0.5,6.9,4.8,10.1,15.4,5.9,70.9,4.3,9.4,1.1,81.9,1.9,4870200
Seattle-Tacoma WA,2012,14.6,17.1,35.0,1.7,-1.2,4.3,9.0,5.1,0.5,6.8,4.6,10.0,15.4,5.8,70.4,4.3,9.5,1.0,81.9,1.9,4926405
Seattle-Tacoma WA,2013,14.8,17.1,36.3,1.9,-1.4,4.0,9.0,5.5,0.5,6.7,4.0,9.9,15.4,5.9,69.8,4.4,9.7,1.0,81.9,1.9,4988793
Seattle-Tacoma WA,2014,14.5,17.6,35.9,2.0,-2.4,3.3,8.7,4.9,0.5,6.6,4.5,9.7,15.4,5.7,69.2,4.3,9.9,1.0,84.7,2.7,5059153
Seattle-Tacoma WA,2015,15.0,18.2,35.0,2.0,-3.0,3.0,8.6,4.4,0.5,6.5,3.8,9.8,15.5,5.5,68.5,4.5,10.1,1.0,86.5,1.9,5141178
Seattle-Tacoma WA,2016,15.4,17.6,35.3,1.9,-3.3,2.7,8.4,4.3,0.5,6.4,4.3,9.6,15.5,5.8,68.1,4.4,10.1,0.9,89.4,1.9,5229947
Seattle-Tacoma WA,2017,15.9,17.8,34.2,1.8,-3.9,2.5,8.2,3.9,0.5,6.2,4.9,9.5,15.5,5.3,67.2,4.5,10.4,0.9,90.7,1.9,5316973
Seattle-Tacoma WA,2018,16.2,17.8,34.4,1.8,-4.3,2.1,8.3,3.7,0.5,6.1,3.6,9.2,15.5,5.1,66.3,4.7,10.5,0.9,91.2,1.9,5416704
Seattle-Tacoma WA,2019,16.5,16.9,33.6,1.3,-4.4,2.2,8.1,3.3,0.5,6.1,3.6,9.4,15.5,5.2,65.7,4.8,10.7,1.0,92.4,1.9,5474298
Seattle-Tacoma WA,2020,16.7,16.0,32.8,0.9,-4.2,2.5,8.0,3.6,0.6,6.2,4.0,9.1,15.5,4.9,63.9,4.7,11.1,0.8,93.6,1.9,5512286
Seattle-Tacoma WA,2021,16.7,15.8,32.0,0.7,-3.8,3.0,7.8,3.8,0.6,6.0,3.5,9.1,15.5,4.7,62.7,4.8,11.2,0.7,94.8,1.9,5533329
Seattle-Tacoma WA,2022,17.4,15.3,31.9,0.5,-4.7,2.1,7.7,3.6,0.6,6.1,3.9,8.8,15.5,5.0,61.6,4.8,11.5,0.8,94.2,1.9,5565057
Sherman TX-Ada OK,2011,3.2,16.1,30.7,0.5,2.5,3.3,12.4,9.2,0.4,6.8,7.5,10.8,12.7,10.9,74.2,4.6,7.7,5.1,68.2,1.9,330377
Sherman TX-Ada OK,2012,3.5,17.5,28.8,0.7,2.8,3.8,12.4,9.2,0.4,6.8,6.7,11.6,12.7,10.5,73.7,4.6,7.8,5.4,68.2,1.8,332246
Sherman TX-Ada OK,2013,3.9,15.6,30.6,0.3,2.8,3.9,12.5,9.0,0.5,6.9,6.4,11.3,12.7,10.2,73.4,4.5,8.1,5.8,68.2,1.8,333944
Sherman TX-Ada OK,2014,4.0,15.9,29.7,0.3,2.0,3.7,11.3,9.2,0.5,6.7,5.9,10.8,12.7,9.6,72.9,4.4,8.4,6.3,70.5,2.2,336196
Sherman TX-Ada OK,2015,3.9,16.6,29.4,0.5,1.6,3.1,12.0,8.6,0.5,6.8,5.4,11.4,12.7,9.9,72.3,4.6,8.7,6.8,71.4,1.9,338730
Sherman TX-Ada OK,2016,3.3,15.5,29.8,0.2,0.8,3.0,11.5,7.9,0.5,6.7,5.5,11.8,12.7,9.2,72.0,4.4,9.0,6.9,76.3,1.9,342183
Sherman TX-Ada OK,2017,4.4,15.2,29.8,0.1,0.0,2.4,11.0,8.1,0.5,6.6,5.7,11.6,12.8,9.0,71.6,4.2,9.3,6.8,82.0,1.9,345688
Sherman TX-Ada OK,2018,3.5,16.3,30.3,0.5,-0.3,2.5,10.9,7.3,0.5,6.6,5.4,11.7,12.8,8.6,71.2,4.1,9.5,6.7,71.1,1.9,349361
Sherman TX-Ada OK,2019,4.4,15.5,28.9,0.0,-0.5,2.3,10.9,7.5,0.5,6.7,5.5,12.0,12.8,8.6,70.6,4.2,9.8,6.7,80.5,1.9,352314
Sherman TX-Ada OK,2020,4.4,14.9,30.0,0.0,-0.6,2.1,11.5,7.3,0.5,6.6,4.9,11.4,12.8,8.1,69.2,4.1,10.5,7.0,85.7,1.9,350450
Sherman TX-Ada OK,2021,4.2,14.8,29.9,-0.1,-0.9,2.0,11.3,7.2,0.5,6.6,6.7,11.6,12.8,7.8,69.3,4.4,10.5,6.9,90.2,2.0,351833
Sherman TX-Ada OK,2022,5.1,13.9,29.8,-0.4,-1.3,1.9,10.8,6.8,0.5,6.8,7.1,10.8,12.8,8.0,68.9,4.2,11.0,6.8,90.4,2.0,356573
Shreveport LA,2011,3.3,14.7,30.0,-0.1,4.3,3.7,14.6,10.8,0.5,7.0,6.7,9.7,13.8,10.8,59.9,30.2,6.6,1.1,64.8,1.7,1017850
Shreveport LA,2012,4.0,13.9,32.3,0.1,5.1,4.1,15.2,11.0,0.6,7.1,8.6,10.0,13.8,11.3,59.4,30.1,6.7,1.1,64.8,1.7,1022359
Shreveport LA,2013,3.6,13.9,31.9,-0.0,4.5,3.8,14.3,11.0,0.6,7.1,10.2,10.2,13.8,11.0,59.3,30.2,6.9,1.1,64.8,1.7,1021468
Shreveport LA,2014,3.8,12.3,32.8,-0.4,4.5,3.7,14.6,11.0,0.6,7.1,9.4,10.0,13.8,11.2,59.0,30.2,7.0,1.1,67.5,2.2,1019963
Shreveport LA,2015,3.7,11.9,32.4,-0.6,3.3,3.4,13.2,10.6,0.6,6.9,8.4,9.7,13.8,10.5,58.8,30.3,7.2,1.0,68.2,1.8,1017109
Shreveport LA,2016,3.8,11.6,33.3,-0.6,3.6,3.2,13.4,11.5,0.6,6.8,7.8,10.0,13.8,10.5,58.5,30.6,7.2,1.0,69.2,1.8,1014013
Shreveport LA,2017,3.6,11.3,33.8,-0.6,3.2,3.1,13.2,11.6,0.6,6.8,6.5,10.0,13.8,9.8,58.3,30.0,7.3,1.0,66.7,1.8,1011986
Shreveport LA,2018,3.9,10.3,33.4,-1.0,2.7,2.9,13.5,10.5,0.6,6.7,5.9,9.3,13.8,9.8,58.0,30.4,7.4,1.0,66.4,1.7,1006285
Shreveport LA,2019,3.5,10.7,32.0,-1.1,2.5,2.5,13.6,10.9,0.6,6.8,5.1,9.5,13.8,9.7,57.9,30.7,7.5,0.9,73.5,1.8,999956
Shreveport LA,2020,3.8,11.0,30.7,-1.2,1.8,2.7,13.1,9.6,0.6,6.8,4.8,10.0,13.8,8.8,56.9,30.0,7.8,0.9,78.0,1.8,976760
Shreveport LA,2021,3.6,11.3,31.7,-1.0,2.2,3.2,12.8,9.9,0.6,6.8,4.5,9.7,13.8,9.0,56.9,30.4,7.8,0.9,82.4,1.8,977095
Shreveport LA,2022,4.1,12.0,30.6,-0.9,1.4,2.5,13.3,9.5,0.6,6.6,4.8,10.3,13.8,8.4,56.7,30.0,8.0,0.9,86.8,1.8,970070
Sioux City IA,2011,5.9,14.4,23.9,-1.3,-1.8,2.5,9.4,5.5,0.3,7.2,3.3,7.8,12.9,8.2,84.8,1.4,9.5,1.7,64.3,2.0,410473
Sioux City IA,2012,5.9,14.0,25.0,-1.2,-1.9,2.5,9.3,5.4,0.3,7.2,3.0,8.2,12.9,8.2,84.5,1.4,9.8,1.7,64.3,2.0,410579
Sioux City IA,2013,6.4,14.3,24.4,-1.2,-1.6,2.6,9.8,5.6,0.3,7.3,3.3,7.9,12.9,7.9,84.1,1.5,10.1,1.7,64.3,2.0,410787
Sioux City IA,2014,6.5,14.4,25.2,-1.0,-1.9,2.5,9.4,5.6,0.3,7.0,3.6,7.3,12.9,7.9,83.5,1.4,10.4,1.7,68.8,2.2,410905
Sioux City IA,2015,5.9,13.1,25.1,-1.5,-2.1,2.2,9.8,5.6,0.3,7.2,3.6,7.6,12.9,7.4,83.0,1.5,10.7,1.7,70.7,2.0,410969
Sioux City IA,2016,5.9,13.2,25.6,-1.4,-2.1,1.9,10.3,5.7,0.3,7.1,3.3,7.8,12.9,7.6,82.4,1.5,10.9,1.7,77.1,2.0,410496
Sioux City IA,2017,6.5,12.6,25.8,-1.6,-2.2,2.0,10.2,5.4,0.3,7.1,4.1,7.9,12.9,7.3,81.9,1.6,11.3,1.8,78.7,2.0,408963
Sioux City IA,2018,6.5,12.1,25.5,-1.8,-2.5,1.9,10.2,5.5,0.3,7.0,3.5,7.5,12.9,6.7,81.3,1.8,11.5,1.9,83.8,2.1,408640
Sioux City IA,2019,6.8,11.3,25.5,-2.1,-2.7,1.6,10.1,5.4,0.3,7.0,3.4,7.6,12.9,7.0,80.7,1.9,11.7,2.0,82.8,2.1,408328
Sioux City IA,2020,7.0,10.9,23.8,-2.5,-3.7,1.8,9.0,4.5,0.4,7.2,4.1,7.9,12.9,6.3,78.8,2.1,12.7,1.7,86.2,2.1,416669
Sioux City IA,2021,7.5,11.0,23.2,-2.6,-3.0,1.7,9.5,5.6,0.4,7.2,3.9,7.7,12.9,6.5,78.8,2.2,12.6,1.8,89.4,2.1,416447
Sioux City IA,2022,6.9,10.6,24.3,-2.5,-4.0,1.8,8.6,4.1,0.4,7.0,4.1,8.0,12.9,6.1,78.3,2.6,12.9,1.7,88.6,2.1,416814
Sioux Falls(Mitchell) SD,2011,3.2,14.7,26.0,-0.8,-2.3,2.5,9.2,5.4,0.3,7.2,5.4,7.7,13.4,7.1,88.8,2.3,3.7,5.5,80.7,2.0,667923
Sioux Falls(Mitchell) SD,2012,3.4,15.5,26.7,-0.4,-2.3,2.3,9.7,5.5,0.3,7.2,5.1,7.6,13.4,6.9,88.0,2.3,3.8,5.6,80.7,2.0,674338
Sioux Falls(Mitchell) SD,2013,3.6,16.0,26.6,-0.2,-2.7,2.3,9.2,5.2,0.3,7.2,5.3,7.6,13.4,6.6,87.1,2.3,4.0,5.5,80.7,2.0,682536
Sioux Falls(Mitchell) SD,2014,3.7,15.4,26.7,-0.4,-2.6,2.3,9.2,5.7,0.3,7.2,5.1,7.6,13.4,6.3,86.3,2.4,4.1,5.4,79.4,2.2,689386
Sioux Falls(Mitchell) SD,2015,4.1,16.4,26.3,-0.1,-2.7,2.1,9.7,5.6,0.3,7.1,5.2,7.8,13.5,6.4,85.7,2.4,4.2,5.4,83.1,2.0,694795
Sioux Falls(Mitchell) SD,2016,4.3,16.1,26.9,-0.1,-3.4,1.8,9.3,4.8,0.3,7.1,5.1,7.6,13.5,6.2,85.1,2.4,4.3,5.5,88.9,2.1,699537
Sioux Falls(Mitchell) SD,2017,4.2,15.7,26.6,-0.3,-3.6,1.7,9.3,4.9,0.3,6.9,5.1,7.9,13.5,5.7,84.8,2.4,4.4,5.5,88.7,2.1,702293
Sioux Falls(Mitchell) SD,2018,4.9,15.2,26.7,-0.5,-3.8,1.7,8.9,4.8,0.3,6.8,4.6,7.9,13.5,5.8,83.9,2.4,4.6,5.6,88.8,2.1,710158
Sioux Falls(Mitchell) SD,2019,4.8,15.4,27.3,-0.3,-4.2,1.5,8.9,4.4,0.3,6.9,4.8,7.7,13.5,5.8,83.7,2.5,4.6,5.7,91.9,2.1,712369
Sioux Falls(Mitchell) SD,2020,4.9,13.8,26.1,-1.1,-4.6,1.5,8.8,4.1,0.3,6.9,4.3,7.9,13.5,5.1,82.2,2.5,5.1,5.2,92.3,2.1,726234
Sioux Falls(Mitchell) SD,2021,4.6,14.2,26.5,-0.9,-4.5,1.4,8.8,4.5,0.3,6.7,4.5,7.5,13.5,5.3,81.9,2.6,5.0,5.4,92.7,2.1,730024
Sioux Falls(Mitchell) SD,2022,4.6,13.5,25.2,-1.4,-4.9,1.4,8.5,3.8,0.3,7.0,4.3,8.0,13.5,5.1,81.2,2.5,5.2,5.2,93.2,2.1,737649
South Bend-Elkhart IN,2011,5.3,14.7,24.0,-1.2,3.7,5.6,11.1,9.3,0.3,7.1,9.2,8.5,13.7,10.1,80.2,7.6,8.2,0.2,70.2,1.8,894044
South Bend-Elkhart IN,2012,5.9,13.4,24.8,-1.5,2.4,4.5,11.0,8.1,0.3,7.0,8.7,9.0,13.7,10.2,80.1,7.7,8.3,0.3,70.2,1.8,893847
South Bend-Elkhart IN,2013,5.5,13.0,25.5,-1.5,2.6,4.4,11.5,8.7,0.4,6.9,8.4,9.9,13.7,10.1,80.0,7.7,8.3,0.3,70.2,1.8,894437
South Bend-Elkhart IN,2014,5.7,13.3,27.0,-1.1,1.0,3.4,11.1,8.0,0.4,6.9,8.7,9.3,13.7,9.0,79.5,7.9,8.5,0.2,70.1,2.5,897161
South Bend-Elkhart IN,2015,5.7,12.2,25.8,-1.7,0.5,2.9,10.8,7.5,0.4,7.1,8.7,9.4,13.7,10.0,79.2,7.8,8.7,0.3,71.8,1.8,898860
South Bend-Elkhart IN,2016,5.7,13.5,26.7,-1.1,0.2,3.0,10.1,6.8,0.4,6.9,8.9,9.3,13.7,10.4,79.0,8.0,8.8,0.3,77.1,1.8,899438
South Bend-Elkhart IN,2017,5.4,12.8,25.3,-1.6,-0.3,2.4,10.8,7.0,0.4,6.9,9.2,9.2,13.7,9.6,78.6,7.9,9.1,0.3,82.6,1.8,901823
South Bend-Elkhart IN,2018,5.7,12.9,25.0,-1.6,-0.7,2.2,11.2,6.2,0.4,6.8,9.2,9.2,13.7,9.1,78.2,7.9,9.3,0.3,80.8,1.8,902626
South Bend-Elkhart IN,2019,6.0,12.7,23.8,-1.9,-1.2,2.0,10.1,6.6,0.4,6.9,9.3,10.5,13.7,8.9,77.9,7.8,9.5,0.3,80.9,1.8,903808
South Bend-Elkhart IN,2020,5.8,12.2,24.0,-2.0,-1.1,2.3,10.7,6.1,0.4,7.0,9.6,10.1,13.7,8.6,77.1,7.7,9.8,0.2,85.0,1.8,908011
South Bend-Elkhart IN,2021,5.7,11.3,23.4,-2.5,-1.3,2.4,10.3,6.1,0.4,6.9,9.8,9.6,13.7,8.2,76.8,7.5,9.9,0.2,89.0,1.9,906403
South Bend-Elkhart IN,2022,6.2,11.8,24.4,-2.1,-1.8,1.8,10.0,5.9,0.4,7.1,10.0,9.9,13.7,8.8,76.2,7.5,10.2,0.1,90.0,1.8,907252
Spokane WA,2011,6.2,16.7,30.9,0.8,0.8,5.1,9.9,7.2,0.3,7.9,5.0,10.3,13.9,6.7,85.7,1.1,8.4,2.0,78.0,2.0,1116514
Spokane WA,2012,5.9,17.3,32.4,1.3,0.3,4.5,9.5,7.6,0.3,7.9,4.0,10.4,13.9,6.6,85.4,1.0,8.6,2.0,78.0,2.0,1122387
Spokane WA,2013,6.0,15.7,31.6,0.6,-0.2,4.0,9.7,7.1,0.3,7.8,4.6,10.6,13.9,6.8,85.1,1.1,8.7,1.8,78.0,2.0,1129530
Spokane WA,2014,5.9,17.5,33.6,1.6,-0.7,3.5,9.8,7.1,0.3,7.6,4.2,10.5,13.9,6.7,84.4,0.9,8.9,2.0,78.1,2.5,1140093
Spokane WA,2015,6.2,18.8,33.9,2.1,-0.7,3.3,9.9,7.3,0.3,7.5,4.8,10.7,14.0,6.5,83.8,1.0,9.1,1.8,80.9,2.0,1151172
Spokane WA,2016,5.8,18.8,34.0,2.1,-1.5,3.1,9.8,6.5,0.3,7.5,6.1,10.9,14.0,6.1,83.4,1.0,9.2,1.8,85.4,2.0,1165293
Spokane WA,2017,6.1,18.0,31.0,1.3,-2.2,2.6,9.4,6.3,0.3,7.3,5.1,10.7,14.0,6.0,82.8,0.9,9.4,1.8,87.7,2.0,1178873
Spokane WA,2018,6.3,18.1,31.1,1.3,-2.6,2.3,9.3,5.7,0.3,7.1,4.8,10.6,14.0,6.4,82.1,1.0,9.5,1.9,88.3,2.0,1197526
Spokane WA,2019,6.0,17.4,31.7,1.2,-2.5,2.7,9.3,5.3,0.3,7.0,4.6,10.8,14.0,6.0,81.8,1.2,9.7,1.9,89.6,2.0,1214110
Spokane WA,2020,5.7,15.7,29.5,0.2,-2.9,2.4,9.2,5.3,0.3,7.1,4.7,10.5,14.0,5.5,80.2,1.2,10.1,1.5,90.4,2.1,1250922
Spokane WA,2021,5.6,16.0,29.5,0.3,-2.9,2.5,9.1,5.4,0.4,6.9,4.4,10.3,14.0,5.4,79.6,1.2,10.1,1.5,91.2,2.1,1260723
Spokane WA,2022,5.5,13.9,28.5,-0.6,-3.5,2.2,8.7,5.2,0.4,7.0,4.9,10.2,14.1,5.3,79.3,1.0,10.4,1.5,92.6,2.1,1274249
Springfield MO,2011,2.5,18.5,28.7,1.0,1.0,4.0,9.2,8.3,0.2,7.5,6.9,10.0,13.9,9.9,91.9,1.6,3.3,0.5,69.9,1.9,1116835
Springfield MO,2012,2.5,18.0,28.5,0.8,1.4,4.1,9.7,8.5,0.2,7.4,6.5,10.0,13.9,9.6,91.8,1.6,3.3,0.6,69.9,1.9,1124189
Springfield MO,2013,2.6,17.6,29.6,0.9,1.6,4.1,9.8,9.3,0.2,7.5,6.0,10.5,13.9,9.3,91.6,1.7,3.5,0.5,69.9,1.9,1130305
Springfield MO,2014,2.4,18.8,29.8,1.3,0.8,3.8,9.2,8.9,0.2,7.4,5.7,10.8,13.9,9.2,91.4,1.8,3.6,0.5,71.4,2.2,1134143
Springfield MO,2015,2.8,18.5,30.9,1.4,0.3,3.3,9.3,8.8,0.2,7.5,6.1,10.7,13.9,8.8,91.0,1.9,3.7,0.6,72.1,1.9,1136851
Springfield MO,2016,2.5,18.5,31.0,1.4,-0.2,3.0,9.3,8.4,0.2,7.5,5.9,10.7,13.9,8.7,90.8,1.9,3.8,0.6,81.3,1.9,1138174
Springfield MO,2017,2.5,18.2,29.7,1.1,-0.9,2.5,8.9,8.2,0.2,7.6,5.6,10.4,13.9,8.5,90.5,1.9,3.9,0.6,79.6,1.9,1141351
Springfield MO,2018,2.3,15.7,30.1,0.3,-1.7,2.3,8.2,7.7,0.2,7.4,6.0,10.6,14.0,8.3,90.1,1.9,4.0,0.6,76.7,1.9,1146104
Springfield MO,2019,2.8,15.1,30.7,0.2,-2.1,2.0,8.5,7.1,0.2,7.4,8.2,10.0,14.0,8.1,89.8,1.8,4.0,0.7,79.3,1.9,1150793
Springfield MO,2020,2.7,14.0,27.9,-0.7,-2.8,2.0,8.1,6.6,0.2,7.5,7.3,10.3,14.0,6.9,88.1,1.7,4.3,0.3,84.2,1.9,1153004
Springfield MO,2021,2.7,14.3,26.8,-0.8,-2.8,2.1,8.1,6.6,0.2,7.3,6.9,10.5,14.0,6.9,88.4,1.4,4.3,0.4,89.1,1.9,1152594
Springfield MO,2022,2.9,14.3,27.9,-0.6,-2.6,2.0,8.5,6.9,0.2,7.5,7.3,10.4,14.0,6.9,87.7,1.7,4.4,0.3,87.1,1.9,1160655
Springfield-Holyoke MA,2011,7.6,12.8,32.2,-0.3,3.5,5.6,13.3,6.9,0.4,8.3,4.1,8.9,13.4,9.0,73.6,5.7,15.8,0.1,75.5,1.6,693204
Springfield-Holyoke MA,2012,8.7,13.6,31.3,-0.2,3.3,5.1,13.6,8.0,0.4,8.4,4.3,9.7,13.5,8.0,73.2,5.9,16.2,0.1,75.5,1.6,697258
Springfield-Holyoke MA,2013,8.6,14.7,33.3,0.5,2.9,5.0,12.7,8.0,0.4,8.4,5.4,8.6,13.5,8.4,72.8,6.1,16.7,0.2,75.5,1.6,698136
Springfield-Holyoke MA,2014,7.8,15.6,34.4,1.0,2.5,4.5,13.2,7.4,0.4,8.4,4.0,9.5,13.5,8.7,71.9,5.9,17.1,0.1,75.7,2.5,699962
Springfield-Holyoke MA,2015,8.6,13.3,32.8,-0.1,0.8,3.4,12.5,7.1,0.5,8.5,4.1,9.1,13.5,7.6,71.5,5.9,17.7,0.1,77.6,1.6,702583
Springfield-Holyoke MA,2016,7.7,14.0,32.2,0.1,0.6,3.3,12.5,6.9,0.5,8.1,2.9,10.1,13.5,7.7,71.0,5.9,18.1,0.1,81.2,1.6,700665
Springfield-Holyoke MA,2017,8.5,15.6,33.4,0.8,0.6,2.9,13.0,7.1,0.5,8.3,5.1,8.8,13.5,7.9,70.2,6.1,18.6,0.1,82.7,1.6,702354
Springfield-Holyoke MA,2018,8.4,14.0,32.2,0.1,-0.9,2.4,10.7,6.6,0.5,8.1,4.2,9.3,13.5,8.3,69.5,5.9,19.3,0.2,82.5,1.6,702724
Springfield-Holyoke MA,2019,8.1,12.3,30.8,-0.8,-1.0,2.3,12.6,5.0,0.5,7.8,3.8,9.6,13.5,7.4,69.3,5.4,19.4,0.1,83.7,1.6,697382
Springfield-Holyoke MA,2020,8.7,11.8,30.3,-1.1,-0.7,3.0,11.5,5.7,0.5,7.8,3.0,9.0,13.4,7.3,68.3,5.6,19.9,0.1,86.2,1.7,689486
Springfield-Holyoke MA,2021,8.9,11.9,30.3,-1.0,0.4,3.8,12.2,6.2,0.5,7.8,1.9,8.3,13.5,6.9,67.2,5.8,20.2,0.0,88.7,1.7,695305
Springfield-Holyoke MA,2022,9.1,12.1,29.9,-1.0,-1.8,2.2,10.4,6.3,0.5,8.1,2.7,8.1,13.5,6.7,67.2,5.9,20.4,0.0,89.8,1.7,694523
St. Joseph MO,2011,3.6,18.8,29.0,1.2,0.3,4.5,8.9,6.7,0.2,8.0,7.6,9.9,12.0,8.5,83.6,4.2,4.5,0.2,67.0,1.8,157818
St. Joseph MO,2012,2.7,19.8,30.0,1.7,0.8,3.8,9.9,7.5,0.3,9.3,7.0,10.6,12.0,9.4,83.5,4.4,4.5,0.3,67.0,1.8,158011
St. Joseph MO,2013,2.8,19.8,32.8,2.2,0.6,3.7,10.9,7.7,0.3,7.9,7.1,9.8,12.0,7.7,83.3,4.5,4.5,0.3,67.0,1.8,157975
St. Joseph MO,2014,2.0,17.0,31.1,0.9,-0.1,3.7,10.0,7.6,0.3,8.1,7.3,11.0,12.0,6.9,83.3,4.6,4.5,0.3,70.9,2.3,157680
St. Joseph MO,2015,2.9,18.6,29.8,1.3,-0.5,2.9,11.3,7.4,0.3,8.1,7.3,10.6,12.0,6.7,83.3,4.6,4.7,0.3,70.6,1.9,156952
St. Joseph MO,2016,2.7,19.4,30.2,1.6,-1.3,2.3,9.8,7.0,0.3,8.1,6.9,11.2,12.0,8.1,83.2,4.6,4.7,0.4,74.6,1.9,156408
St. Joseph MO,2017,3.5,17.2,30.6,0.9,-1.4,2.4,10.7,6.7,0.3,8.2,7.0,11.6,12.0,6.8,83.3,4.6,4.6,0.4,73.3,1.9,156073
St. Joseph MO,2018,3.0,16.4,29.9,0.5,-1.5,2.1,11.0,6.2,0.3,7.9,7.3,12.3,12.0,7.5,83.5,4.8,4.7,0.3,84.0,1.9,155317
St. Joseph MO,2019,2.0,15.3,31.2,0.4,-2.5,1.5,9.8,6.9,0.3,7.8,7.1,10.7,11.9,6.7,84.1,4.8,4.8,0.3,78.9,1.9,153895
St. Joseph MO,2020,2.7,13.8,27.5,-0.8,-2.6,1.9,10.3,5.9,0.3,8.0,6.9,11.4,11.9,6.0,85.4,4.6,5.0,0.2,82.8,1.9,149348
St. Joseph MO,2021,2.5,14.9,29.4,-0.1,-2.5,1.8,9.5,6.9,0.3,8.1,7.1,11.2,11.9,6.4,85.4,5.2,5.0,0.2,86.8,1.9,148934
St. Joseph MO,2022,3.3,10.8,25.2,-2.3,-1.8,1.9,10.7,6.6,0.3,7.9,6.9,10.7,11.9,6.8,84.2,5.0,5.2,0.2,81.3,1.9,147715
St. Louis MO,2011,4.3,12.9,26.0,-1.5,1.5,5.0,11.4,6.9,0.4,6.7,4.1,9.2,15.0,7.3,76.7,16.5,2.6,0.1,74.8,1.8,3122381
St. Louis MO,2012,4.1,14.1,26.5,-0.9,1.2,4.6,11.2,7.0,0.4,6.6,4.3,9.4,15.0,7.5,76.3,16.6,2.7,0.1,74.8,1.8,3126393
St. Louis MO,2013,4.0,13.4,26.4,-1.2,0.6,4.2,11.3,6.5,0.4,6.6,4.2,9.3,15.0,6.9,76.2,16.5,2.7,0.2,74.8,1.8,3131458
St. Louis MO,2014,3.9,13.5,27.2,-1.0,-0.4,3.8,10.6,6.2,0.4,6.5,4.6,9.3,15.0,6.7,75.9,16.6,2.8,0.2,75.9,2.6,3135870
St. Louis MO,2015,4.2,14.3,28.0,-0.6,-0.6,3.4,11.1,5.9,0.4,6.4,3.9,9.6,15.0,6.8,75.7,16.6,2.8,0.2,77.6,1.8,3140772
St. Louis MO,2016,4.4,13.8,27.6,-0.8,-1.6,2.8,10.5,5.6,0.4,6.4,3.5,9.3,15.0,6.3,75.5,16.6,2.9,0.2,83.2,1.8,3134847
St. Louis MO,2017,4.5,13.4,27.2,-1.0,-1.8,2.7,10.5,5.7,0.4,6.3,3.4,9.6,15.0,6.2,75.2,16.7,3.0,0.2,85.6,1.8,3133114
St. Louis MO,2018,4.6,13.6,27.0,-1.0,-2.5,2.3,10.1,5.3,0.4,6.1,3.1,9.6,15.0,5.9,75.2,16.5,3.0,0.2,86.4,1.8,3128861
St. Louis MO,2019,4.4,12.7,25.6,-1.6,-3.0,2.1,10.1,4.6,0.4,6.1,3.2,9.5,15.0,5.8,75.0,16.4,3.1,0.2,88.2,1.8,3125082
St. Louis MO,2020,4.5,12.2,25.3,-1.8,-3.0,2.3,10.2,4.7,0.4,6.3,3.3,9.4,15.0,5.3,73.8,16.1,3.2,0.1,89.4,1.8,3131060
St. Louis MO,2021,4.3,11.9,24.4,-2.1,-2.8,2.5,10.0,4.8,0.4,6.1,3.5,9.4,15.0,5.3,72.7,15.5,3.2,0.1,90.6,1.8,3126120
St. Louis MO,2022,4.3,11.5,24.9,-2.1,-3.1,2.2,10.0,4.9,0.4,6.2,3.6,9.1,15.0,5.2,73.1,15.2,3.3,0.1,92.6,1.8,3115632
