DMA,Year,Percentage of Foreign Born,Percentage of Moved In,Percentage of Renter,Mobility Index,Concentrated Disadvantaged Index,Percentage of Unemployed,Percentage of Single Parent Households,Percentage of Poverty,Heterogeneity Index,Percentage of Young Males,Percentage of Dropped Out,Percentage of Divorced,Population (logged),Less than High School,Percentage of White,Percentage of Black,Percentage of Hispanic,Percentage of Native Americans,Percentage of Internet Subscription per Household,Average Vehicle HH,Population
Milwaukee WI,2012,7.4,15.0,35.6,0.6,1.2,4.3,11.7,7.3,0.5,6.8,2.8,8.3,14.3,6.7,68.3,16.4,9.9,0.4,74.7,1.6,1566981
Milwaukee WI,2013,7.0,14.1,35.5,0.3,0.8,3.8,11.5,7.5,0.5,6.8,3.0,7.8,14.3,6.7,68.0,16.3,10.1,0.3,74.7,1.6,1569659
Milwaukee WI,2014,7.1,14.8,35.9,0.6,0.9,3.4,12.8,7.2,0.5,6.7,3.6,8.4,14.3,6.5,67.7,16.5,10.2,0.4,77.1,2.6,1572245
Milwaukee WI,2015,7.2,14.2,36.9,0.6,-1.0,2.6,11.2,6.1,0.5,6.6,3.2,8.3,14.3,6.4,67.3,16.3,10.4,0.3,78.4,1.7,1575747
Milwaukee WI,2016,7.0,14.7,35.8,0.5,-0.9,2.7,11.7,5.9,0.5,6.6,3.9,8.6,14.3,5.9,67.0,16.2,10.6,0.4,82.5,1.7,1572482
Milwaukee WI,2017,7.3,14.5,35.7,0.4,-1.9,2.1,11.0,5.5,0.5,6.5,3.5,8.2,14.3,5.7,66.5,16.3,10.8,0.3,82.7,1.7,1576236
Milwaukee WI,2018,7.7,13.9,34.7,0.1,-2.0,1.9,11.1,5.6,0.5,6.5,3.7,7.7,14.3,5.8,66.2,16.2,10.9,0.3,84.4,1.7,1576113
Milwaukee WI,2019,7.5,12.7,35.4,-0.2,-2.6,2.0,10.6,4.8,0.5,6.5,3.1,8.2,14.3,5.4,65.9,16.2,11.1,0.4,86.2,1.7,1575179
Milwaukee WI,2020,7.5,12.4,34.7,-0.4,-2.5,2.0,10.7,5.1,0.5,6.5,2.9,8.1,14.3,5.1,65.1,15.9,11.4,0.3,88.2,1.7,1568940
Milwaukee WI,2021,7.4,11.5,33.6,-0.8,-2.0,2.2,11.2,5.4,0.5,6.4,2.9,7.7,14.3,5.1,64.3,16.1,11.6,0.2,90.2,1.7,1566487
Milwaukee WI,2022,7.6,12.6,34.2,-0.4,-3.2,1.7,10.2,5.1,0.5,6.5,3.4,8.1,14.3,4.7,64.2,15.4,11.7,0.2,92.1,1.6,1559792
Minneapolis-St. Paul MN,2011,9.7,14.8,25.3,-1.3,-1.1,4.5,9.7,4.6,0.4,6.7,3.0,7.9,15.0,4.8,78.3,7.3,5.5,0.5,81.3,1.8,3318486
Minneapolis-St. Paul MN,2012,9.5,15.0,26.9,-1.0,-1.6,3.7,10.0,4.8,0.4,6.6,2.9,8.2,15.0,4.5,77.8,7.5,5.5,0.5,81.3,1.8,3353724
Minneapolis-St. Paul MN,2013,9.7,14.7,26.7,-1.1,-2.4,3.2,9.6,4.3,0.4,6.5,3.6,8.1,15.1,4.7,77.6,7.4,5.6,0.5,81.3,1.8,3459146
Minneapolis-St. Paul MN,2014,10.1,14.9,26.5,-1.1,-3.0,2.7,9.3,4.3,0.4,6.5,2.8,8.1,15.1,4.5,77.0,7.7,5.6,0.5,82.8,2.7,3495176
Minneapolis-St. Paul MN,2015,10.6,15.1,27.2,-0.9,-3.4,2.4,9.2,3.8,0.4,6.4,2.5,8.1,15.1,4.6,76.6,7.8,5.7,0.4,83.9,1.8,3524583
Minneapolis-St. Paul MN,2016,10.6,14.7,26.7,-1.1,-4.1,2.1,9.0,3.2,0.4,6.4,2.9,8.1,15.1,4.4,76.3,7.9,5.7,0.5,86.9,1.8,3551036
Minneapolis-St. Paul MN,2017,11.0,14.4,25.9,-1.3,-4.2,2.0,8.8,3.3,0.4,6.3,3.2,8.0,15.1,4.4,75.5,8.6,5.9,0.5,89.2,1.9,3600618
Minneapolis-St. Paul MN,2018,10.9,13.7,25.7,-1.6,-4.4,1.8,8.8,3.2,0.4,6.3,3.4,8.3,15.1,4.2,75.1,8.6,6.0,0.5,89.8,1.9,3629190
Minneapolis-St. Paul MN,2019,10.6,13.7,24.9,-1.7,-4.6,1.8,8.9,3.0,0.4,6.2,3.0,8.5,15.1,4.0,74.6,8.6,6.0,0.4,90.4,1.9,3640043
Minneapolis-St. Paul MN,2020,10.7,13.2,24.1,-2.0,-4.2,2.2,8.8,3.1,0.4,6.4,2.9,8.0,15.1,4.0,73.3,8.7,6.2,0.4,91.8,1.9,3678328
Minneapolis-St. Paul MN,2021,10.8,12.8,23.2,-2.3,-4.1,2.8,8.2,3.0,0.5,6.2,2.2,8.0,15.1,3.8,72.5,8.9,6.2,0.3,93.3,1.9,3690512
Minneapolis-St. Paul MN,2022,10.8,12.7,23.9,-2.2,-4.8,1.8,8.1,3.4,0.5,6.3,2.4,7.8,15.1,4.0,71.7,9.0,6.3,0.3,93.6,1.8,3693729
Minot-Bismarck-Dickinson(Williston) ND,2011,0.6,15.4,21.1,-1.9,-3.7,2.0,9.3,3.5,0.2,6.6,,10.0,11.6,5.2,102.7,3.0,3.3,3.5,74.5,2.1,110879
Minot-Bismarck-Dickinson(Williston) ND,2012,1.7,16.2,22.9,-1.4,-3.9,1.9,9.9,2.7,0.2,7.0,,7.6,11.6,4.7,100.0,2.9,3.2,3.4,74.5,2.1,113875
Minot-Bismarck-Dickinson(Williston) ND,2013,1.6,13.8,22.2,-2.2,-5.4,1.3,7.7,2.9,0.2,6.1,,7.7,11.7,4.4,91.2,2.6,2.9,3.1,74.5,2.1,124817
Minot-Bismarck-Dickinson(Williston) ND,2014,1.3,14.6,25.3,-1.4,-3.6,1.9,9.5,3.9,0.2,7.0,,7.5,11.7,4.8,90.0,2.6,2.9,3.1,80.9,2.8,126526
Minot-Bismarck-Dickinson(Williston) ND,2015,2.2,14.9,26.2,-1.1,-5.0,1.3,7.4,3.8,0.2,6.3,,7.8,11.8,4.9,87.8,2.5,2.8,3.0,76.2,2.0,129640
Minot-Bismarck-Dickinson(Williston) ND,2016,1.4,13.0,25.2,-1.9,-4.5,1.4,8.7,3.2,0.2,6.6,,10.7,11.8,5.4,86.6,2.5,2.7,3.0,80.0,2.0,131547
Minot-Bismarck-Dickinson(Williston) ND,2017,2.3,14.9,27.2,-1.0,-4.5,1.0,9.8,3.8,0.2,6.6,,7.8,11.8,4.3,85.8,2.5,2.7,2.9,84.5,2.0,132767
Minot-Bismarck-Dickinson(Williston) ND,2018,2.7,14.7,25.3,-1.3,-4.5,1.4,10.4,2.7,0.2,6.2,,7.8,11.8,3.8,86.1,2.5,2.7,2.9,85.0,2.1,132317
Minot-Bismarck-Dickinson(Williston) ND,2019,2.8,14.1,25.8,-1.4,-4.6,2.1,8.0,3.0,0.2,6.8,,8.0,11.8,4.2,88.2,2.5,2.8,3.0,86.0,2.1,129115
Minot-Bismarck-Dickinson(Williston) ND,2021,1.9,11.1,19.9,-3.4,-6.2,1.6,5.8,2.9,0.3,7.4,,7.7,11.8,3.8,85.9,2.3,2.8,3.6,88.7,2.1,134028
Minot-Bismarck-Dickinson(Williston) ND,2022,4.0,12.7,24.3,-2.1,-6.9,0.7,6.5,2.7,0.3,6.7,,5.7,11.8,3.1,86.2,1.7,3.5,2.5,90.8,2.2,134427
Missoula MT,2011,3.2,24.6,38.1,3.8,0.7,6.9,9.9,5.6,0.2,10.0,,9.8,11.6,2.6,95.1,0.7,4.1,3.1,76.8,2.0,110138
Missoula MT,2012,2.4,22.0,35.6,2.6,-2.8,4.7,6.1,5.5,0.2,9.1,,10.7,11.6,2.7,94.4,0.7,4.1,3.1,76.8,1.9,110977
Missoula MT,2013,2.3,24.3,40.8,4.2,0.6,6.0,10.4,5.6,0.2,8.9,,12.0,11.6,3.9,93.7,0.7,4.0,3.1,76.8,1.9,111807
Missoula MT,2014,2.2,22.1,37.6,3.0,-3.8,3.0,7.0,5.5,0.2,9.0,,9.9,11.6,3.1,93.0,0.7,4.0,3.1,78.9,2.7,112684
Missoula MT,2015,2.9,18.2,33.4,1.1,-3.5,2.5,9.4,5.3,0.2,8.8,,8.9,11.6,2.3,91.7,0.7,3.9,3.0,80.8,1.8,114181
Missoula MT,2016,2.6,21.7,34.6,2.4,-3.0,2.9,8.0,5.4,0.2,8.9,,10.9,11.7,4.4,90.2,0.6,3.9,3.0,84.9,2.0,116130
Missoula MT,2017,2.5,19.2,34.6,1.6,-5.7,2.0,4.9,5.2,0.2,8.6,,9.3,11.7,2.7,89.2,0.6,3.8,2.9,87.6,1.9,117441
Missoula MT,2018,4.0,22.9,35.2,2.8,-5.0,1.7,7.3,5.1,0.2,8.2,,9.0,11.7,2.9,88.2,0.6,3.8,2.9,91.6,1.9,118791
Missoula MT,2019,2.2,20.5,33.0,1.7,-3.7,2.9,7.9,5.0,0.2,7.8,,8.7,11.7,2.9,87.6,0.6,3.8,2.9,89.5,2.0,119600
Missoula MT,2021,2.9,17.4,36.2,1.4,-3.5,2.9,8.9,4.9,0.2,7.9,,9.0,11.7,2.3,87.6,0.6,3.8,2.9,92.1,2.0,119533
Missoula MT,2022,3.5,15.2,33.1,0.2,-5.4,1.9,6.8,4.8,0.2,8.7,,10.8,11.7,2.0,86.9,0.1,3.9,1.8,92.2,1.9,121041
Mobile AL-Pensacola (Ft. Walton Beach) FL,2011,3.4,14.0,30.7,-0.6,6.6,5.2,16.0,11.1,0.5,7.1,8.7,10.1,12.9,10.6,58.8,34.8,2.5,0.9,63.3,1.8,412577
Mobile AL-Pensacola (Ft. Walton Beach) FL,2012,3.3,15.4,33.7,0.3,5.6,5.3,13.7,11.6,0.5,7.1,9.6,10.6,12.9,10.0,58.4,34.9,2.6,0.8,63.3,1.8,413936
Mobile AL-Pensacola (Ft. Walton Beach) FL,2013,2.9,14.7,31.2,-0.3,5.9,5.4,15.0,11.0,0.5,6.9,7.8,9.9,12.9,9.4,58.1,35.1,2.7,0.7,63.3,1.8,414079
Mobile AL-Pensacola (Ft. Walton Beach) FL,2014,3.3,13.6,33.0,-0.3,3.2,3.6,13.1,10.3,0.5,6.8,5.3,9.7,12.9,9.3,57.8,35.2,2.8,0.6,65.7,2.7,415123
Mobile AL-Pensacola (Ft. Walton Beach) FL,2015,3.2,13.2,32.4,-0.5,2.6,3.0,13.2,9.2,0.5,6.8,5.1,11.4,12.9,9.8,57.5,34.9,2.8,0.8,65.4,1.8,415395
Mobile AL-Pensacola (Ft. Walton Beach) FL,2016,3.4,11.1,32.8,-1.1,2.1,2.7,12.8,9.8,0.5,6.7,4.9,10.4,12.9,9.0,57.2,35.5,2.8,0.8,73.3,1.8,414836
Mobile AL-Pensacola (Ft. Walton Beach) FL,2017,3.1,10.7,33.1,-1.1,1.5,2.1,13.0,9.9,0.5,6.6,4.3,9.5,12.9,8.5,56.9,35.5,2.9,0.8,78.9,1.8,413955
Mobile AL-Pensacola (Ft. Walton Beach) FL,2018,3.3,12.8,37.8,0.3,2.2,2.5,13.5,9.6,0.6,6.5,4.1,10.9,12.9,9.6,56.4,36.0,3.1,0.7,79.3,1.8,413757
Mobile AL-Pensacola (Ft. Walton Beach) FL,2019,2.6,11.8,32.2,-1.0,0.2,2.4,11.4,7.5,0.6,6.2,4.8,9.7,13.0,8.5,56.8,35.5,2.9,0.8,80.2,1.9,428039
Mobile AL-Pensacola (Ft. Walton Beach) FL,2020,3.1,11.4,32.5,-1.0,0.8,2.7,12.2,8.1,0.6,6.6,4.6,9.8,13.0,8.0,56.2,35.6,3.0,0.6,82.6,1.9,429312
Mobile AL-Pensacola (Ft. Walton Beach) FL,2021,3.2,11.6,32.1,-1.1,2.0,3.2,14.0,8.5,0.6,6.4,5.6,9.6,13.0,7.5,55.6,35.6,3.0,0.6,84.9,1.9,430714
Mobile AL-Pensacola (Ft. Walton Beach) FL,2022,3.0,9.6,29.7,-2.1,0.8,2.6,12.6,8.7,0.6,6.5,4.7,9.8,13.0,7.2,55.5,35.0,3.2,0.5,86.0,1.9,428780
Monroe LA-El Dorado AR,2011,1.7,14.7,39.7,1.2,7.5,3.8,17.1,14.7,0.5,7.3,9.4,9.3,12.1,11.5,66.2,40.9,3.1,0.2,63.5,1.6,177651
Monroe LA-El Dorado AR,2012,1.6,12.2,35.8,-0.2,6.2,3.9,16.0,13.9,0.5,7.3,9.4,9.3,12.1,9.8,66.2,40.9,3.1,0.2,63.5,1.7,177781
Monroe LA-El Dorado AR,2013,1.5,12.2,33.6,-0.6,4.6,3.0,14.3,14.1,0.5,7.6,9.4,8.1,12.1,9.2,65.9,40.7,3.1,0.2,63.5,1.7,178565
Monroe LA-El Dorado AR,2014,1.6,10.6,36.1,-0.6,6.0,3.3,16.7,13.5,0.5,7.2,9.4,8.3,12.1,10.4,65.8,40.6,3.1,0.2,68.1,2.6,178864
Monroe LA-El Dorado AR,2015,1.6,11.5,37.6,-0.1,4.5,3.4,14.8,11.6,0.5,6.9,9.4,9.4,12.1,9.8,65.7,40.5,3.1,0.2,65.3,1.6,179238
Monroe LA-El Dorado AR,2016,1.8,11.3,38.3,-0.1,5.4,2.8,17.6,12.6,0.5,7.0,9.4,9.1,12.1,9.7,65.6,40.5,3.0,0.2,69.1,1.6,179470
Monroe LA-El Dorado AR,2017,1.4,12.7,35.0,-0.2,3.0,1.9,14.7,12.6,0.5,7.0,9.4,8.7,12.1,8.7,66.0,40.7,3.1,0.2,68.8,1.7,178445
Monroe LA-El Dorado AR,2018,2.3,9.4,36.9,-0.8,1.1,3.1,11.9,9.1,0.5,7.5,9.4,9.0,12.1,6.8,66.6,41.1,3.1,0.2,73.7,1.7,176805
Monroe LA-El Dorado AR,2019,2.3,13.1,35.6,-0.0,3.3,1.9,14.7,12.6,0.5,6.7,9.4,8.6,12.2,9.3,58.8,36.3,2.7,0.2,74.7,1.6,200261
Monroe LA-El Dorado AR,2020,1.8,10.8,34.9,-0.8,3.3,3.0,13.6,11.9,0.5,7.0,6.8,9.1,12.2,8.7,57.0,37.2,2.5,0.1,78.6,1.7,206072
Monroe LA-El Dorado AR,2021,1.5,11.2,32.1,-1.2,6.4,4.6,15.3,14.1,0.5,7.8,9.4,9.7,12.2,9.3,57.4,35.4,2.7,0.2,82.5,1.7,204884
Monroe LA-El Dorado AR,2022,2.2,9.1,38.0,-0.8,4.4,3.3,14.9,12.2,0.5,7.7,9.4,10.6,12.2,9.3,57.1,36.5,2.4,0.0,76.2,1.7,202869
Monterey-Salinas CA,2011,31.2,18.4,52.0,4.5,8.9,5.8,14.3,9.6,0.6,8.2,6.3,6.7,13.0,19.3,32.4,2.8,56.1,0.3,75.4,1.9,421898
Monterey-Salinas CA,2012,30.6,13.9,51.3,3.0,7.2,4.3,13.7,10.0,0.6,8.2,9.2,6.6,13.0,18.7,31.9,2.5,56.4,0.1,75.4,1.9,426762
Monterey-Salinas CA,2013,28.4,12.1,50.8,2.4,5.4,3.7,12.4,9.8,0.6,7.9,3.0,6.0,13.0,16.7,31.6,2.4,56.8,0.3,75.4,2.0,428826
Monterey-Salinas CA,2014,29.6,12.2,50.4,2.4,6.0,2.8,14.1,10.0,0.6,7.6,2.7,6.1,13.0,18.4,31.0,2.5,57.4,0.4,71.7,2.8,431344
Monterey-Salinas CA,2015,30.8,12.8,51.3,2.7,5.6,2.5,14.4,7.9,0.6,7.5,3.0,6.6,13.0,19.6,30.6,2.3,57.8,0.2,77.4,2.0,433898
Monterey-Salinas CA,2016,31.1,11.4,51.4,2.3,3.7,2.1,12.5,6.8,0.6,7.5,6.8,6.2,13.0,18.9,30.0,2.5,58.3,0.2,80.9,2.0,435232
Monterey-Salinas CA,2017,30.4,11.8,48.4,1.9,3.1,2.3,11.5,6.1,0.6,7.3,4.0,5.4,13.0,18.5,29.8,2.4,58.8,0.1,88.0,2.1,437907
Monterey-Salinas CA,2018,30.8,11.3,48.9,1.8,3.5,2.0,12.4,7.8,0.6,7.2,5.1,5.9,13.0,17.6,29.5,2.5,59.1,0.2,87.5,2.1,435594
Monterey-Salinas CA,2019,28.6,10.8,47.6,1.5,3.3,1.8,12.6,7.1,0.6,7.2,4.6,6.6,13.0,17.9,29.1,2.6,59.4,0.1,89.1,2.1,434061
Monterey-Salinas CA,2021,29.0,10.2,48.9,1.5,4.0,3.0,13.7,5.9,0.6,7.2,4.2,6.4,13.0,16.8,27.6,2.2,60.4,0.2,94.0,2.1,437325
Monterey-Salinas CA,2022,29.7,12.0,48.7,2.0,3.0,2.1,12.2,6.3,0.6,7.5,1.4,7.0,13.0,17.6,27.6,1.7,60.8,0.2,93.2,2.1,432858
Montgomery (Selma) AL,2011,2.6,19.1,30.7,0.9,5.5,4.9,14.7,10.8,0.6,7.5,8.1,10.1,12.8,10.0,50.2,42.9,2.9,0.1,72.4,1.8,378582
Montgomery (Selma) AL,2012,3.5,17.2,31.7,0.5,4.3,4.4,15.0,9.5,0.6,7.3,7.6,10.0,12.8,8.8,50.3,43.0,3.0,0.1,72.4,1.8,377844
Montgomery (Selma) AL,2013,3.4,20.1,34.3,1.8,4.5,3.7,15.6,10.5,0.6,7.2,4.9,9.9,12.8,9.3,50.0,44.2,3.1,0.1,72.4,1.8,376066
Montgomery (Selma) AL,2014,2.8,19.5,34.1,1.6,4.8,4.4,14.8,10.6,0.6,7.5,4.4,9.9,12.8,9.5,49.7,44.3,3.1,0.2,74.5,2.7,374430
Montgomery (Selma) AL,2015,3.5,17.6,34.8,1.2,3.8,3.3,15.0,10.1,0.6,7.1,4.9,9.7,12.8,9.7,49.4,44.2,2.8,0.1,75.7,1.8,375435
Montgomery (Selma) AL,2016,3.3,17.0,34.3,0.9,2.4,2.9,13.6,8.7,0.6,6.8,2.6,10.4,12.8,9.6,48.6,45.2,2.6,0.1,78.7,1.8,376163
Montgomery (Selma) AL,2017,3.8,18.5,33.5,1.2,3.0,2.5,14.7,10.1,0.6,6.7,3.3,10.0,12.8,9.4,48.2,44.8,3.0,0.2,77.7,1.8,373889
Montgomery (Selma) AL,2018,3.5,16.4,33.4,0.6,2.0,2.6,13.2,9.1,0.6,6.6,3.9,10.1,12.8,9.2,47.8,44.8,3.2,0.2,81.9,1.8,373401
Montgomery (Selma) AL,2019,3.7,18.2,33.7,1.2,-0.1,2.3,12.4,6.9,0.6,6.7,5.1,10.5,12.8,7.3,47.3,44.9,3.4,0.2,83.9,1.9,372809
Montgomery (Selma) AL,2020,3.8,15.6,32.3,0.2,1.7,2.6,14.4,8.4,0.6,6.8,4.7,10.1,12.9,7.9,47.0,44.6,3.4,0.1,86.4,1.9,384740
Montgomery (Selma) AL,2021,4.2,12.9,31.8,-0.7,3.4,3.2,16.1,9.6,0.6,6.4,5.1,10.0,12.9,8.0,45.8,45.2,3.5,0.1,88.9,1.9,386814
Montgomery (Selma) AL,2022,3.9,13.8,29.8,-0.8,0.2,2.3,12.7,7.7,0.6,6.5,5.1,9.5,12.9,7.0,45.4,45.6,3.6,0.1,92.4,1.9,388243
Nashville TN,2011,7.9,17.1,31.2,0.4,1.4,4.6,10.4,6.9,0.4,6.8,2.6,9.8,14.3,8.4,73.7,15.3,6.7,0.2,74.9,1.8,1620403
Nashville TN,2012,7.0,16.7,31.9,0.4,0.9,4.1,10.6,7.1,0.4,6.9,2.8,9.8,14.3,7.8,73.4,15.5,6.8,0.2,74.9,1.9,1645638
Nashville TN,2013,7.5,17.3,31.7,0.5,0.3,3.6,10.8,6.4,0.4,6.9,3.6,9.8,14.4,7.8,73.5,15.3,6.7,0.3,74.9,1.9,1757424
Nashville TN,2014,7.9,16.7,33.0,0.6,0.9,3.3,11.7,7.4,0.4,6.8,4.1,9.4,14.4,8.0,73.3,15.2,6.8,0.2,76.1,2.8,1792468
Nashville TN,2015,8.2,17.2,32.0,0.6,-1.2,2.6,10.0,6.1,0.4,6.8,3.1,9.6,14.4,7.4,72.8,15.0,6.9,0.3,77.7,1.9,1830298
Nashville TN,2016,7.7,14.9,32.3,-0.1,-1.8,2.1,10.4,5.2,0.4,6.6,2.5,9.3,14.4,7.2,72.6,15.2,7.1,0.2,83.7,1.9,1865535
Nashville TN,2017,8.1,15.6,31.7,0.1,-2.2,1.9,10.4,5.3,0.4,6.7,2.0,8.9,14.5,6.4,72.4,14.8,7.2,0.2,85.6,2.0,1904226
Nashville TN,2018,8.5,16.6,31.4,0.3,-1.7,2.1,10.6,5.7,0.5,6.5,3.4,9.0,14.5,6.8,72.0,15.0,7.4,0.2,88.9,2.0,1932099
Nashville TN,2019,9.1,15.6,30.4,-0.2,-2.9,1.7,9.9,4.4,0.5,6.7,2.5,8.6,14.5,6.4,71.4,15.1,7.6,0.2,89.8,2.0,1933860
Nashville TN,2020,8.6,15.5,30.6,-0.2,-2.6,2.1,9.9,4.8,0.5,6.7,2.8,8.8,14.5,5.9,70.5,14.8,7.9,0.1,91.3,2.0,1990873
Nashville TN,2021,8.5,15.7,29.3,-0.4,-3.1,2.1,9.1,4.6,0.5,6.6,2.7,8.5,14.5,5.6,70.3,14.0,8.0,0.1,92.9,2.0,2013506
Nashville TN,2022,8.8,14.9,31.2,-0.3,-3.6,1.4,9.7,4.4,0.5,6.6,2.0,8.6,14.5,5.2,69.8,14.2,8.3,0.0,92.5,2.0,2046715
New Orleans LA,2011,7.1,14.7,34.9,0.4,4.7,4.6,14.3,9.6,0.6,6.8,5.4,9.6,14.0,10.3,53.4,33.9,8.0,0.3,67.8,1.6,1191089
New Orleans LA,2012,6.8,13.9,36.4,0.4,4.3,4.8,13.6,9.0,0.6,6.6,5.8,10.2,14.0,10.3,52.9,34.0,8.2,0.3,67.8,1.6,1205374
New Orleans LA,2013,7.4,13.2,36.2,0.2,4.1,4.1,14.0,9.5,0.6,6.4,4.8,9.9,14.0,10.4,52.5,34.7,8.3,0.3,67.8,1.6,1240977
New Orleans LA,2014,7.7,11.6,35.1,-0.5,2.6,3.8,12.7,8.3,0.6,6.6,4.6,10.1,14.0,9.4,52.4,34.2,8.5,0.3,69.1,2.5,1251849
New Orleans LA,2015,7.5,12.4,36.1,-0.1,2.5,3.5,13.0,8.4,0.6,6.2,3.0,10.5,14.0,9.5,51.9,34.4,8.6,0.2,70.7,1.6,1262888
New Orleans LA,2016,7.6,13.1,35.2,-0.0,2.0,3.3,12.4,7.7,0.6,6.1,5.0,10.4,14.1,9.9,51.8,34.4,8.8,0.3,77.3,1.6,1268883
New Orleans LA,2017,7.5,11.4,35.3,-0.6,1.6,2.8,12.5,8.4,0.6,6.2,3.7,9.6,14.1,9.3,51.1,34.8,9.0,0.3,79.6,1.6,1275762
New Orleans LA,2018,7.7,12.3,34.5,-0.4,1.1,3.1,11.9,7.6,0.6,5.7,5.8,9.3,14.1,8.6,51.1,34.8,9.0,0.3,81.2,1.6,1270399
New Orleans LA,2019,7.6,12.3,33.1,-0.7,0.2,2.7,11.6,6.6,0.6,5.8,5.5,10.5,14.1,8.3,51.0,34.8,9.0,0.4,83.7,1.6,1270530
New Orleans LA,2020,7.7,11.5,32.9,-0.9,1.3,3.3,12.6,7.4,0.6,6.0,5.6,9.9,14.1,8.1,50.4,33.5,9.3,0.2,85.6,1.6,1264357
New Orleans LA,2021,7.8,11.8,32.2,-1.0,2.5,4.2,12.2,8.9,0.6,5.9,5.9,9.5,14.0,8.3,49.6,33.2,9.3,0.2,87.5,1.6,1261726
New Orleans LA,2022,7.1,10.5,29.5,-1.8,0.4,2.6,12.4,7.1,0.6,6.3,6.0,9.9,14.0,7.6,49.6,32.7,9.6,0.3,87.8,1.6,1246176
New York NY,2011,29.0,10.0,44.8,0.7,3.5,5.3,11.8,7.6,0.7,6.8,4.2,6.5,16.8,10.3,48.3,16.2,23.3,0.1,78.3,1.2,19015900
New York NY,2012,29.3,9.5,44.7,0.6,3.2,5.0,11.5,7.8,0.7,6.7,3.5,6.6,16.8,10.4,47.8,16.1,23.5,0.1,78.3,1.2,19160024
New York NY,2013,28.5,9.6,44.2,0.5,2.5,4.6,11.1,7.5,0.7,6.7,3.7,6.5,16.8,10.1,48.0,15.8,23.5,0.2,78.3,1.2,19949502
New York NY,2014,28.8,9.4,45.0,0.6,1.7,3.8,10.9,7.5,0.7,6.6,3.3,6.4,16.8,9.9,47.4,15.8,23.8,0.1,79.4,2.2,20092883
New York NY,2015,29.0,9.1,45.0,0.5,1.1,3.4,10.7,7.2,0.7,6.5,3.0,6.6,16.8,9.8,46.9,15.7,24.1,0.1,80.2,1.2,20182305
New York NY,2016,29.3,9.3,45.0,0.6,0.4,3.1,10.2,6.7,0.7,6.5,3.1,6.5,16.8,9.6,46.5,15.7,24.3,0.1,83.3,1.3,20153634
New York NY,2017,29.2,9.4,44.1,0.4,-0.1,2.8,10.2,6.4,0.7,6.3,2.7,6.5,16.8,9.4,46.1,15.6,24.6,0.1,85.3,1.3,20320876
New York NY,2018,29.0,9.4,43.6,0.3,-0.6,2.6,9.8,6.2,0.7,6.2,2.5,6.6,16.8,9.0,46.1,15.6,24.6,0.1,86.9,1.3,19979477
New York NY,2019,29.7,9.5,44.4,0.5,-1.2,2.4,9.5,5.4,0.7,6.0,2.7,6.6,16.8,8.9,45.1,15.7,25.0,0.1,87.9,1.2,19216182
New York NY,2020,29.5,9.4,43.5,0.3,-0.1,3.4,9.7,5.9,0.7,6.2,2.7,6.7,16.8,8.8,44.1,15.3,25.1,0.1,89.7,1.2,19908595
New York NY,2021,29.4,9.9,42.7,0.3,1.0,4.9,9.4,6.2,0.7,6.0,2.6,6.8,16.8,8.5,43.7,14.8,25.3,0.1,91.5,1.2,19768458
New York NY,2022,29.8,9.6,42.8,0.3,-0.8,2.9,9.3,6.0,0.7,6.1,2.4,6.7,16.8,8.8,43.1,14.8,25.5,0.1,91.7,1.2,19617869
Norfolk-Portsmouth-Newport News VA,2011,6.1,17.3,33.3,0.8,1.6,4.5,13.2,6.2,0.6,8.3,3.3,8.8,14.3,6.6,57.0,30.3,5.7,0.2,78.9,1.9,1677984
Norfolk-Portsmouth-Newport News VA,2012,6.1,17.4,36.3,1.4,2.2,4.4,13.8,7.1,0.6,8.4,2.8,9.1,14.3,6.6,56.6,30.3,5.8,0.3,78.9,1.9,1693567
Norfolk-Portsmouth-Newport News VA,2013,6.3,17.7,36.4,1.5,0.9,3.9,13.1,6.3,0.6,8.3,3.1,9.3,14.4,6.1,56.6,30.1,6.1,0.2,78.9,1.8,1706816
Norfolk-Portsmouth-Newport News VA,2014,6.5,18.4,37.5,1.9,0.8,3.6,12.8,6.4,0.6,8.2,2.1,8.7,14.4,6.5,56.0,30.2,6.3,0.3,79.4,2.7,1717387
Norfolk-Portsmouth-Newport News VA,2015,6.2,19.1,36.5,1.9,0.2,3.3,12.6,6.2,0.6,8.1,2.7,9.3,14.4,6.1,55.9,29.9,6.4,0.3,81.8,1.9,1723351
Norfolk-Portsmouth-Newport News VA,2016,6.5,18.2,37.1,1.8,-0.7,2.8,12.5,5.2,0.6,8.1,2.1,9.2,14.4,5.9,55.4,29.8,6.5,0.2,85.9,1.9,1725937
Norfolk-Portsmouth-Newport News VA,2017,6.5,18.1,35.0,1.4,-0.7,2.6,12.5,5.9,0.6,7.8,2.0,8.8,14.4,5.7,54.9,30.0,6.8,0.2,84.9,1.9,1724388
Norfolk-Portsmouth-Newport News VA,2018,6.9,17.3,36.1,1.3,-1.6,2.5,11.6,5.0,0.6,7.7,1.5,8.9,14.4,5.3,54.6,30.1,6.9,0.3,84.4,1.9,1729114
Norfolk-Portsmouth-Newport News VA,2019,7.0,16.1,35.3,0.8,-1.3,2.5,12.1,4.9,0.6,7.5,1.4,8.9,14.4,5.6,54.6,30.1,7.1,0.1,88.4,1.9,1765031
