,index,Region,Car CPI
392,9/1/2017,"Dallas-Fort Worth-Arlington, TX",104.896
393,10/1/2017,"Dallas-Fort Worth-Arlington, TX",104.896
394,11/1/2017,"Dallas-Fort Worth-Arlington, TX",104.896
395,12/1/2017,"Dallas-Fort Worth-Arlington, TX",104.896
396,1/1/2018,"Dallas-Fort Worth-Arlington, TX",106.787
397,2/1/2018,"Dallas-Fort Worth-Arlington, TX",106.787
398,3/1/2018,"Dallas-Fort Worth-Arlington, TX",106.975
399,4/1/2018,"Dallas-Fort Worth-Arlington, TX",106.975
400,5/1/2018,"Dallas-Fort Worth-Arlington, TX",108.185
401,6/1/2018,"Dallas-Fort Worth-Arlington, TX",108.185
402,7/1/2018,"Dallas-Fort Worth-Arlington, TX",108.973
403,8/1/2018,"Dallas-Fort Worth-Arlington, TX",108.973
404,9/1/2018,"Dallas-Fort Worth-Arlington, TX",107.283
405,10/1/2018,"Dallas-Fort Worth-Arlington, TX",107.283
406,11/1/2018,"Dallas-Fort Worth-Arlington, TX",107.477
407,12/1/2018,"Dallas-Fort Worth-Arlington, TX",107.477
408,1/1/2019,"Dallas-Fort Worth-Arlington, TX",107.152
409,2/1/2019,"Dallas-Fort Worth-Arlington, TX",107.152
410,3/1/2019,"Dallas-Fort Worth-Arlington, TX",110.167
411,4/1/2019,"Dallas-Fort Worth-Arlington, TX",110.167
412,5/1/2019,"Dallas-Fort Worth-Arlington, TX",108.645
413,6/1/2019,"Dallas-Fort Worth-Arlington, TX",108.645
414,7/1/2019,"Dallas-Fort Worth-Arlington, TX",109.512
415,8/1/2019,"Dallas-Fort Worth-Arlington, TX",109.512
416,9/1/2019,"Dallas-Fort Worth-Arlington, TX",107.579
417,10/1/2019,"Dallas-Fort Worth-Arlington, TX",107.579
418,11/1/2019,"Dallas-Fort Worth-Arlington, TX",104.335
419,12/1/2019,"Dallas-Fort Worth-Arlington, TX",104.335
420,1/1/2020,"Dallas-Fort Worth-Arlington, TX",104.388
421,2/1/2020,"Dallas-Fort Worth-Arlington, TX",104.388
422,3/1/2020,"Dallas-Fort Worth-Arlington, TX",100.529
423,4/1/2020,"Dallas-Fort Worth-Arlington, TX",100.529
424,5/1/2020,"Dallas-Fort Worth-Arlington, TX",100.78
425,6/1/2020,"Dallas-Fort Worth-Arlington, TX",100.78
426,7/1/2020,"Dallas-Fort Worth-Arlington, TX",102.695
427,8/1/2020,"Dallas-Fort Worth-Arlington, TX",102.695
428,9/1/2020,"Dallas-Fort Worth-Arlington, TX",105.526
429,10/1/2020,"Dallas-Fort Worth-Arlington, TX",105.526
430,11/1/2020,"Dallas-Fort Worth-Arlington, TX",104.007
431,12/1/2020,"Dallas-Fort Worth-Arlington, TX",104.007
432,1/1/2021,"Dallas-Fort Worth-Arlington, TX",109.175
433,2/1/2021,"Dallas-Fort Worth-Arlington, TX",109.175
434,3/1/2021,"Dallas-Fort Worth-Arlington, TX",112.2
435,4/1/2021,"Dallas-Fort Worth-Arlington, TX",112.2
436,5/1/2021,"Dallas-Fort Worth-Arlington, TX",120.311
437,6/1/2021,"Dallas-Fort Worth-Arlington, TX",120.311
438,7/1/2021,"Dallas-Fort Worth-Arlington, TX",126.799
439,8/1/2021,"Dallas-Fort Worth-Arlington, TX",126.799
440,9/1/2021,"Dallas-Fort Worth-Arlington, TX",123.996
441,10/1/2021,"Dallas-Fort Worth-Arlington, TX",123.996
442,11/1/2021,"Dallas-Fort Worth-Arlington, TX",127.134
443,12/1/2021,"Dallas-Fort Worth-Arlington, TX",127.134
444,1/1/2022,"Dallas-Fort Worth-Arlington, TX",129.92
445,2/1/2022,"Dallas-Fort Worth-Arlington, TX",129.92
446,3/1/2022,"Dallas-Fort Worth-Arlington, TX",133.749
447,4/1/2022,"Dallas-Fort Worth-Arlington, TX",133.749
448,5/1/2022,"Dallas-Fort Worth-Arlington, TX",136.557
449,6/1/2022,"Dallas-Fort Worth-Arlington, TX",136.557
450,7/1/2022,"Dallas-Fort Worth-Arlington, TX",139.43
451,8/1/2022,"Dallas-Fort Worth-Arlington, TX",139.43
452,9/1/2022,"Dallas-Fort Worth-Arlington, TX",136.025
453,10/1/2022,"Dallas-Fort Worth-Arlington, TX",136.025
454,11/1/2022,"Dallas-Fort Worth-Arlington, TX",134.237
455,12/1/2022,"Dallas-Fort Worth-Arlington, TX",134.237
456,1/1/2023,"Dallas-Fort Worth-Arlington, TX",131.77
457,2/1/2023,"Dallas-Fort Worth-Arlington, TX",131.77
458,3/1/2023,"Dallas-Fort Worth-Arlington, TX",132.491
459,4/1/2023,"Dallas-Fort Worth-Arlington, TX",132.491
460,5/1/2023,"Dallas-Fort Worth-Arlington, TX",135.581
461,6/1/2023,"Dallas-Fort Worth-Arlington, TX",135.581
462,7/1/2023,"Dallas-Fort Worth-Arlington, TX",135.099
463,8/1/2023,"Dallas-Fort Worth-Arlington, TX",135.099
464,9/1/2023,"Dallas-Fort Worth-Arlington, TX",131.972
465,10/1/2023,"Dallas-Fort Worth-Arlington, TX",131.972
466,11/1/2023,"Dallas-Fort Worth-Arlington, TX",131.138
467,12/1/2023,"Dallas-Fort Worth-Arlington, TX",131.138
468,1/1/2024,"Dallas-Fort Worth-Arlington, TX",127.62
469,2/1/2024,"Dallas-Fort Worth-Arlington, TX",127.62
470,3/1/2024,"Dallas-Fort Worth-Arlington, TX",128.887
471,4/1/2024,"Dallas-Fort Worth-Arlington, TX",128.887
472,5/1/2024,"Dallas-Fort Worth-Arlington, TX",128.887
473,6/1/2024,"Dallas-Fort Worth-Arlington, TX",128.887
474,7/1/2024,"Dallas-Fort Worth-Arlington, TX",128.887
475,8/1/2024,"Dallas-Fort Worth-Arlington, TX",128.887
476,9/1/2024,"Dallas-Fort Worth-Arlington, TX",128.887
477,10/1/2024,"Dallas-Fort Worth-Arlington, TX",128.887
478,11/1/2024,"Dallas-Fort Worth-Arlington, TX",128.887
479,12/1/2024,"Dallas-Fort Worth-Arlington, TX",128.887
480,1/1/2017,"Denver-Aurora-Lakewood, CO",107.209
481,2/1/2017,"Denver-Aurora-Lakewood, CO",107.209
482,3/1/2017,"Denver-Aurora-Lakewood, CO",107.209
483,4/1/2017,"Denver-Aurora-Lakewood, CO",107.209
484,5/1/2017,"Denver-Aurora-Lakewood, CO",107.209
485,6/1/2017,"Denver-Aurora-Lakewood, CO",107.209
486,7/1/2017,"Denver-Aurora-Lakewood, CO",107.209
487,8/1/2017,"Denver-Aurora-Lakewood, CO",107.209
488,9/1/2017,"Denver-Aurora-Lakewood, CO",107.209
489,10/1/2017,"Denver-Aurora-Lakewood, CO",107.209
490,11/1/2017,"Denver-Aurora-Lakewood, CO",107.209
491,12/1/2017,"Denver-Aurora-Lakewood, CO",107.209
492,1/1/2018,"Denver-Aurora-Lakewood, CO",107.538
493,2/1/2018,"Denver-Aurora-Lakewood, CO",107.538
494,3/1/2018,"Denver-Aurora-Lakewood, CO",107.701
495,4/1/2018,"Denver-Aurora-Lakewood, CO",107.701
496,5/1/2018,"Denver-Aurora-Lakewood, CO",106.699
497,6/1/2018,"Denver-Aurora-Lakewood, CO",106.699
498,7/1/2018,"Denver-Aurora-Lakewood, CO",107.161
499,8/1/2018,"Denver-Aurora-Lakewood, CO",107.161
500,9/1/2018,"Denver-Aurora-Lakewood, CO",106.613
501,10/1/2018,"Denver-Aurora-Lakewood, CO",106.613
502,11/1/2018,"Denver-Aurora-Lakewood, CO",107.204
503,12/1/2018,"Denver-Aurora-Lakewood, CO",107.204
504,1/1/2019,"Denver-Aurora-Lakewood, CO",107.858
505,2/1/2019,"Denver-Aurora-Lakewood, CO",107.858
506,3/1/2019,"Denver-Aurora-Lakewood, CO",109.164
507,4/1/2019,"Denver-Aurora-Lakewood, CO",109.164
508,5/1/2019,"Denver-Aurora-Lakewood, CO",110.024
509,6/1/2019,"Denver-Aurora-Lakewood, CO",110.024
510,7/1/2019,"Denver-Aurora-Lakewood, CO",110.58
511,8/1/2019,"Denver-Aurora-Lakewood, CO",110.58
512,9/1/2019,"Denver-Aurora-Lakewood, CO",108.738
513,10/1/2019,"Denver-Aurora-Lakewood, CO",108.738
514,11/1/2019,"Denver-Aurora-Lakewood, CO",107.54
515,12/1/2019,"Denver-Aurora-Lakewood, CO",107.54
516,1/1/2020,"Denver-Aurora-Lakewood, CO",107.334
517,2/1/2020,"Denver-Aurora-Lakewood, CO",107.334
518,3/1/2020,"Denver-Aurora-Lakewood, CO",107.315
519,4/1/2020,"Denver-Aurora-Lakewood, CO",107.315
520,5/1/2020,"Denver-Aurora-Lakewood, CO",107.933
521,6/1/2020,"Denver-Aurora-Lakewood, CO",107.933
522,7/1/2020,"Denver-Aurora-Lakewood, CO",108.975
523,8/1/2020,"Denver-Aurora-Lakewood, CO",108.975
524,9/1/2020,"Denver-Aurora-Lakewood, CO",110.535
525,10/1/2020,"Denver-Aurora-Lakewood, CO",110.535
526,11/1/2020,"Denver-Aurora-Lakewood, CO",109.016
527,12/1/2020,"Denver-Aurora-Lakewood, CO",109.016
528,1/1/2021,"Denver-Aurora-Lakewood, CO",107.208
529,2/1/2021,"Denver-Aurora-Lakewood, CO",107.208
530,3/1/2021,"Denver-Aurora-Lakewood, CO",105.028
531,4/1/2021,"Denver-Aurora-Lakewood, CO",105.028
532,5/1/2021,"Denver-Aurora-Lakewood, CO",105.028
533,6/1/2021,"Denver-Aurora-Lakewood, CO",105.028
534,7/1/2021,"Denver-Aurora-Lakewood, CO",123.732
535,8/1/2021,"Denver-Aurora-Lakewood, CO",123.732
536,9/1/2021,"Denver-Aurora-Lakewood, CO",123.732
537,10/1/2021,"Denver-Aurora-Lakewood, CO",123.732
538,11/1/2021,"Denver-Aurora-Lakewood, CO",123.732
539,12/1/2021,"Denver-Aurora-Lakewood, CO",123.732
540,1/1/2022,"Denver-Aurora-Lakewood, CO",123.732
541,2/1/2022,"Denver-Aurora-Lakewood, CO",123.732
542,3/1/2022,"Denver-Aurora-Lakewood, CO",123.732
543,4/1/2022,"Denver-Aurora-Lakewood, CO",123.732
544,5/1/2022,"Denver-Aurora-Lakewood, CO",132.765
545,6/1/2022,"Denver-Aurora-Lakewood, CO",132.765
546,7/1/2022,"Denver-Aurora-Lakewood, CO",134.964
547,8/1/2022,"Denver-Aurora-Lakewood, CO",134.964
548,9/1/2022,"Denver-Aurora-Lakewood, CO",134.301
549,10/1/2022,"Denver-Aurora-Lakewood, CO",134.301
550,11/1/2022,"Denver-Aurora-Lakewood, CO",133.181
551,12/1/2022,"Denver-Aurora-Lakewood, CO",133.181
552,1/1/2023,"Denver-Aurora-Lakewood, CO",130.986
553,2/1/2023,"Denver-Aurora-Lakewood, CO",130.986
554,3/1/2023,"Denver-Aurora-Lakewood, CO",131.582
555,4/1/2023,"Denver-Aurora-Lakewood, CO",131.582
556,5/1/2023,"Denver-Aurora-Lakewood, CO",135.028
557,6/1/2023,"Denver-Aurora-Lakewood, CO",135.028
558,7/1/2023,"Denver-Aurora-Lakewood, CO",135.689
559,8/1/2023,"Denver-Aurora-Lakewood, CO",135.689
560,9/1/2023,"Denver-Aurora-Lakewood, CO",133.721
561,10/1/2023,"Denver-Aurora-Lakewood, CO",133.721
562,11/1/2023,"Denver-Aurora-Lakewood, CO",132.21
563,12/1/2023,"Denver-Aurora-Lakewood, CO",132.21
564,1/1/2024,"Denver-Aurora-Lakewood, CO",129.458
565,2/1/2024,"Denver-Aurora-Lakewood, CO",129.458
566,3/1/2024,"Denver-Aurora-Lakewood, CO",132.695
567,4/1/2024,"Denver-Aurora-Lakewood, CO",132.695
568,5/1/2024,"Denver-Aurora-Lakewood, CO",132.695
569,6/1/2024,"Denver-Aurora-Lakewood, CO",132.695
570,7/1/2024,"Denver-Aurora-Lakewood, CO",132.695
571,8/1/2024,"Denver-Aurora-Lakewood, CO",132.695
572,9/1/2024,"Denver-Aurora-Lakewood, CO",132.695
573,10/1/2024,"Denver-Aurora-Lakewood, CO",132.695
574,11/1/2024,"Denver-Aurora-Lakewood, CO",132.695
575,12/1/2024,"Denver-Aurora-Lakewood, CO",132.695
576,1/1/2017,"Detroit-Warren-Dearborn, MI",106.818
577,2/1/2017,"Detroit-Warren-Dearborn, MI",106.818
578,3/1/2017,"Detroit-Warren-Dearborn, MI",106.818
579,4/1/2017,"Detroit-Warren-Dearborn, MI",106.818
580,5/1/2017,"Detroit-Warren-Dearborn, MI",106.818
581,6/1/2017,"Detroit-Warren-Dearborn, MI",106.818
582,7/1/2017,"Detroit-Warren-Dearborn, MI",106.818
583,8/1/2017,"Detroit-Warren-Dearborn, MI",106.818
584,9/1/2017,"Detroit-Warren-Dearborn, MI",106.818
585,10/1/2017,"Detroit-Warren-Dearborn, MI",106.818
586,11/1/2017,"Detroit-Warren-Dearborn, MI",106.818
587,12/1/2017,"Detroit-Warren-Dearborn, MI",106.818
588,1/1/2018,"Detroit-Warren-Dearborn, MI",106.818
589,2/1/2018,"Detroit-Warren-Dearborn, MI",103.772
590,3/1/2018,"Detroit-Warren-Dearborn, MI",103.772
591,4/1/2018,"Detroit-Warren-Dearborn, MI",103.741
592,5/1/2018,"Detroit-Warren-Dearborn, MI",103.741
593,6/1/2018,"Detroit-Warren-Dearborn, MI",108.481
594,7/1/2018,"Detroit-Warren-Dearborn, MI",108.481
595,8/1/2018,"Detroit-Warren-Dearborn, MI",109.978
596,9/1/2018,"Detroit-Warren-Dearborn, MI",109.978
597,10/1/2018,"Detroit-Warren-Dearborn, MI",106.065
598,11/1/2018,"Detroit-Warren-Dearborn, MI",106.065
599,12/1/2018,"Detroit-Warren-Dearborn, MI",112.632
600,1/1/2019,"Detroit-Warren-Dearborn, MI",112.632
601,2/1/2019,"Detroit-Warren-Dearborn, MI",112.154
602,3/1/2019,"Detroit-Warren-Dearborn, MI",112.154
603,4/1/2019,"Detroit-Warren-Dearborn, MI",109.759
604,5/1/2019,"Detroit-Warren-Dearborn, MI",109.759
605,6/1/2019,"Detroit-Warren-Dearborn, MI",111.278
606,7/1/2019,"Detroit-Warren-Dearborn, MI",111.278
607,8/1/2019,"Detroit-Warren-Dearborn, MI",113.657
608,9/1/2019,"Detroit-Warren-Dearborn, MI",113.657
609,10/1/2019,"Detroit-Warren-Dearborn, MI",112.594
610,11/1/2019,"Detroit-Warren-Dearborn, MI",112.594
611,12/1/2019,"Detroit-Warren-Dearborn, MI",111.177
612,1/1/2020,"Detroit-Warren-Dearborn, MI",111.177
613,2/1/2020,"Detroit-Warren-Dearborn, MI",111.874
614,3/1/2020,"Detroit-Warren-Dearborn, MI",111.874
615,4/1/2020,"Detroit-Warren-Dearborn, MI",112.742
616,5/1/2020,"Detroit-Warren-Dearborn, MI",112.742
617,6/1/2020,"Detroit-Warren-Dearborn, MI",112.742
618,7/1/2020,"Detroit-Warren-Dearborn, MI",112.742
619,8/1/2020,"Detroit-Warren-Dearborn, MI",112.742
620,9/1/2020,"Detroit-Warren-Dearborn, MI",112.742
621,10/1/2020,"Detroit-Warren-Dearborn, MI",112.742
622,11/1/2020,"Detroit-Warren-Dearborn, MI",112.742
623,12/1/2020,"Detroit-Warren-Dearborn, MI",112.742
624,1/1/2021,"Detroit-Warren-Dearborn, MI",
625,2/1/2021,"Detroit-Warren-Dearborn, MI",
626,3/1/2021,"Detroit-Warren-Dearborn, MI",
627,4/1/2021,"Detroit-Warren-Dearborn, MI",
628,5/1/2021,"Detroit-Warren-Dearborn, MI",
629,6/1/2021,"Detroit-Warren-Dearborn, MI",
630,7/1/2021,"Detroit-Warren-Dearborn, MI",
631,8/1/2021,"Detroit-Warren-Dearborn, MI",
632,9/1/2021,"Detroit-Warren-Dearborn, MI",
633,10/1/2021,"Detroit-Warren-Dearborn, MI",
634,11/1/2021,"Detroit-Warren-Dearborn, MI",
635,12/1/2021,"Detroit-Warren-Dearborn, MI",
636,1/1/2022,"Detroit-Warren-Dearborn, MI",
637,2/1/2022,"Detroit-Warren-Dearborn, MI",
638,3/1/2022,"Detroit-Warren-Dearborn, MI",
639,4/1/2022,"Detroit-Warren-Dearborn, MI",132.783
640,5/1/2022,"Detroit-Warren-Dearborn, MI",132.783
641,6/1/2022,"Detroit-Warren-Dearborn, MI",136.5
642,7/1/2022,"Detroit-Warren-Dearborn, MI",136.5
643,8/1/2022,"Detroit-Warren-Dearborn, MI",138.866
644,9/1/2022,"Detroit-Warren-Dearborn, MI",138.866
645,10/1/2022,"Detroit-Warren-Dearborn, MI",141.863
646,11/1/2022,"Detroit-Warren-Dearborn, MI",141.863
647,12/1/2022,"Detroit-Warren-Dearborn, MI",140.07
648,1/1/2023,"Detroit-Warren-Dearborn, MI",140.07
649,2/1/2023,"Detroit-Warren-Dearborn, MI",140.681
650,3/1/2023,"Detroit-Warren-Dearborn, MI",140.681
651,4/1/2023,"Detroit-Warren-Dearborn, MI",148.409
652,5/1/2023,"Detroit-Warren-Dearborn, MI",148.409
653,6/1/2023,"Detroit-Warren-Dearborn, MI",149.035
654,7/1/2023,"Detroit-Warren-Dearborn, MI",149.035
655,8/1/2023,"Detroit-Warren-Dearborn, MI",148.18
656,9/1/2023,"Detroit-Warren-Dearborn, MI",148.18
657,10/1/2023,"Detroit-Warren-Dearborn, MI",145.297
658,11/1/2023,"Detroit-Warren-Dearborn, MI",145.297
659,12/1/2023,"Detroit-Warren-Dearborn, MI",149.873
660,1/1/2024,"Detroit-Warren-Dearborn, MI",149.873
661,2/1/2024,"Detroit-Warren-Dearborn, MI",140.259
662,3/1/2024,"Detroit-Warren-Dearborn, MI",140.259
663,4/1/2024,"Detroit-Warren-Dearborn, MI",140.259
664,5/1/2024,"Detroit-Warren-Dearborn, MI",140.259
665,6/1/2024,"Detroit-Warren-Dearborn, MI",140.259
666,7/1/2024,"Detroit-Warren-Dearborn, MI",140.259
667,8/1/2024,"Detroit-Warren-Dearborn, MI",140.259
668,9/1/2024,"Detroit-Warren-Dearborn, MI",140.259
669,10/1/2024,"Detroit-Warren-Dearborn, MI",140.259
670,11/1/2024,"Detroit-Warren-Dearborn, MI",140.259
671,12/1/2024,"Detroit-Warren-Dearborn, MI",140.259
672,1/1/2017,"Houston-The Woodlands-Sugar Land, TX",86.864
673,2/1/2017,"Houston-The Woodlands-Sugar Land, TX",86.864
674,3/1/2017,"Houston-The Woodlands-Sugar Land, TX",86.864
675,4/1/2017,"Houston-The Woodlands-Sugar Land, TX",86.864
676,5/1/2017,"Houston-The Woodlands-Sugar Land, TX",86.864
677,6/1/2017,"Houston-The Woodlands-Sugar Land, TX",86.864
678,7/1/2017,"Houston-The Woodlands-Sugar Land, TX",86.864
679,8/1/2017,"Houston-The Woodlands-Sugar Land, TX",86.864
680,9/1/2017,"Houston-The Woodlands-Sugar Land, TX",86.864
681,10/1/2017,"Houston-The Woodlands-Sugar Land, TX",86.864
682,11/1/2017,"Houston-The Woodlands-Sugar Land, TX",86.864
683,12/1/2017,"Houston-The Woodlands-Sugar Land, TX",86.864
684,1/1/2018,"Houston-The Woodlands-Sugar Land, TX",86.864
685,2/1/2018,"Houston-The Woodlands-Sugar Land, TX",88.596
686,3/1/2018,"Houston-The Woodlands-Sugar Land, TX",88.596
687,4/1/2018,"Houston-The Woodlands-Sugar Land, TX",87.965
688,5/1/2018,"Houston-The Woodlands-Sugar Land, TX",87.965
689,6/1/2018,"Houston-The Woodlands-Sugar Land, TX",88.531
690,7/1/2018,"Houston-The Woodlands-Sugar Land, TX",88.531
691,8/1/2018,"Houston-The Woodlands-Sugar Land, TX",88.503
692,9/1/2018,"Houston-The Woodlands-Sugar Land, TX",88.503
693,10/1/2018,"Houston-The Woodlands-Sugar Land, TX",87.378
694,11/1/2018,"Houston-The Woodlands-Sugar Land, TX",87.378
695,12/1/2018,"Houston-The Woodlands-Sugar Land, TX",88.07
696,1/1/2019,"Houston-The Woodlands-Sugar Land, TX",88.07
697,2/1/2019,"Houston-The Woodlands-Sugar Land, TX",88.523
698,3/1/2019,"Houston-The Woodlands-Sugar Land, TX",88.523
699,4/1/2019,"Houston-The Woodlands-Sugar Land, TX",88.46
700,5/1/2019,"Houston-The Woodlands-Sugar Land, TX",88.46
701,6/1/2019,"Houston-The Woodlands-Sugar Land, TX",88.427
702,7/1/2019,"Houston-The Woodlands-Sugar Land, TX",88.427
703,8/1/2019,"Houston-The Woodlands-Sugar Land, TX",88.728
704,9/1/2019,"Houston-The Woodlands-Sugar Land, TX",88.728
705,10/1/2019,"Houston-The Woodlands-Sugar Land, TX",87.376
706,11/1/2019,"Houston-The Woodlands-Sugar Land, TX",87.376
707,12/1/2019,"Houston-The Woodlands-Sugar Land, TX",87.835
708,1/1/2020,"Houston-The Woodlands-Sugar Land, TX",87.835
709,2/1/2020,"Houston-The Woodlands-Sugar Land, TX",86.724
710,3/1/2020,"Houston-The Woodlands-Sugar Land, TX",86.724
711,4/1/2020,"Houston-The Woodlands-Sugar Land, TX",86.91
712,5/1/2020,"Houston-The Woodlands-Sugar Land, TX",86.91
713,6/1/2020,"Houston-The Woodlands-Sugar Land, TX",86.248
714,7/1/2020,"Houston-The Woodlands-Sugar Land, TX",86.248
715,8/1/2020,"Houston-The Woodlands-Sugar Land, TX",87.421
716,9/1/2020,"Houston-The Woodlands-Sugar Land, TX",87.421
717,10/1/2020,"Houston-The Woodlands-Sugar Land, TX",88.71
718,11/1/2020,"Houston-The Woodlands-Sugar Land, TX",88.71
719,12/1/2020,"Houston-The Woodlands-Sugar Land, TX",88.611
720,1/1/2021,"Houston-The Woodlands-Sugar Land, TX",88.611
721,2/1/2021,"Houston-The Woodlands-Sugar Land, TX",90.93
722,3/1/2021,"Houston-The Woodlands-Sugar Land, TX",90.93
723,4/1/2021,"Houston-The Woodlands-Sugar Land, TX",94.632
724,5/1/2021,"Houston-The Woodlands-Sugar Land, TX",94.632
725,6/1/2021,"Houston-The Woodlands-Sugar Land, TX",102.248
726,7/1/2021,"Houston-The Woodlands-Sugar Land, TX",102.248
727,8/1/2021,"Houston-The Woodlands-Sugar Land, TX",100.573
728,9/1/2021,"Houston-The Woodlands-Sugar Land, TX",100.573
729,10/1/2021,"Houston-The Woodlands-Sugar Land, TX",104.187
730,11/1/2021,"Houston-The Woodlands-Sugar Land, TX",104.187
731,12/1/2021,"Houston-The Woodlands-Sugar Land, TX",106.096
732,1/1/2022,"Houston-The Woodlands-Sugar Land, TX",106.096
733,2/1/2022,"Houston-The Woodlands-Sugar Land, TX",107.642
734,3/1/2022,"Houston-The Woodlands-Sugar Land, TX",107.642
735,4/1/2022,"Houston-The Woodlands-Sugar Land, TX",107.032
736,5/1/2022,"Houston-The Woodlands-Sugar Land, TX",107.032
737,6/1/2022,"Houston-The Woodlands-Sugar Land, TX",109.398
738,7/1/2022,"Houston-The Woodlands-Sugar Land, TX",109.398
739,8/1/2022,"Houston-The Woodlands-Sugar Land, TX",109.674
740,9/1/2022,"Houston-The Woodlands-Sugar Land, TX",109.674
741,10/1/2022,"Houston-The Woodlands-Sugar Land, TX",106.62
742,11/1/2022,"Houston-The Woodlands-Sugar Land, TX",106.62
743,12/1/2022,"Houston-The Woodlands-Sugar Land, TX",103.067
744,1/1/2023,"Houston-The Woodlands-Sugar Land, TX",103.067
745,2/1/2023,"Houston-The Woodlands-Sugar Land, TX",102.527
746,3/1/2023,"Houston-The Woodlands-Sugar Land, TX",102.527
747,4/1/2023,"Houston-The Woodlands-Sugar Land, TX",105.492
748,5/1/2023,"Houston-The Woodlands-Sugar Land, TX",105.492
749,6/1/2023,"Houston-The Woodlands-Sugar Land, TX",107.569
750,7/1/2023,"Houston-The Woodlands-Sugar Land, TX",107.569
751,8/1/2023,"Houston-The Woodlands-Sugar Land, TX",106.876
752,9/1/2023,"Houston-The Woodlands-Sugar Land, TX",106.876
753,10/1/2023,"Houston-The Woodlands-Sugar Land, TX",103.648
754,11/1/2023,"Houston-The Woodlands-Sugar Land, TX",103.648
755,12/1/2023,"Houston-The Woodlands-Sugar Land, TX",103.223
756,1/1/2024,"Houston-The Woodlands-Sugar Land, TX",103.223
757,2/1/2024,"Houston-The Woodlands-Sugar Land, TX",103.055
758,3/1/2024,"Houston-The Woodlands-Sugar Land, TX",103.055
759,4/1/2024,"Houston-The Woodlands-Sugar Land, TX",103.055
760,5/1/2024,"Houston-The Woodlands-Sugar Land, TX",103.055
761,6/1/2024,"Houston-The Woodlands-Sugar Land, TX",103.055
762,7/1/2024,"Houston-The Woodlands-Sugar Land, TX",103.055
763,8/1/2024,"Houston-The Woodlands-Sugar Land, TX",103.055
764,9/1/2024,"Houston-The Woodlands-Sugar Land, TX",103.055
765,10/1/2024,"Houston-The Woodlands-Sugar Land, TX",103.055
766,11/1/2024,"Houston-The Woodlands-Sugar Land, TX",103.055
767,12/1/2024,"Houston-The Woodlands-Sugar Land, TX",103.055
768,1/1/2017,"Los Angeles-Long Beach-Anaheim, CA",91.726
769,2/1/2017,"Los Angeles-Long Beach-Anaheim, CA",91.726
770,3/1/2017,"Los Angeles-Long Beach-Anaheim, CA",91.726
771,4/1/2017,"Los Angeles-Long Beach-Anaheim, CA",91.726
772,5/1/2017,"Los Angeles-Long Beach-Anaheim, CA",91.726
773,6/1/2017,"Los Angeles-Long Beach-Anaheim, CA",91.726
774,7/1/2017,"Los Angeles-Long Beach-Anaheim, CA",91.726
775,8/1/2017,"Los Angeles-Long Beach-Anaheim, CA",91.726
776,9/1/2017,"Los Angeles-Long Beach-Anaheim, CA",91.726
777,10/1/2017,"Los Angeles-Long Beach-Anaheim, CA",91.726
778,11/1/2017,"Los Angeles-Long Beach-Anaheim, CA",91.726
779,12/1/2017,"Los Angeles-Long Beach-Anaheim, CA",91.726
780,1/1/2018,"Los Angeles-Long Beach-Anaheim, CA",92.284
781,2/1/2018,"Los Angeles-Long Beach-Anaheim, CA",92.7
782,3/1/2018,"Los Angeles-Long Beach-Anaheim, CA",91.964
783,4/1/2018,"Los Angeles-Long Beach-Anaheim, CA",92.077
784,5/1/2018,"Los Angeles-Long Beach-Anaheim, CA",92.071
785,6/1/2018,"Los Angeles-Long Beach-Anaheim, CA",92.013
786,7/1/2018,"Los Angeles-Long Beach-Anaheim, CA",92.28
787,8/1/2018,"Los Angeles-Long Beach-Anaheim, CA",92.075
788,9/1/2018,"Los Angeles-Long Beach-Anaheim, CA",90.508
789,10/1/2018,"Los Angeles-Long Beach-Anaheim, CA",90.874
790,11/1/2018,"Los Angeles-Long Beach-Anaheim, CA",91.525
791,12/1/2018,"Los Angeles-Long Beach-Anaheim, CA",91.518
792,1/1/2019,"Los Angeles-Long Beach-Anaheim, CA",92.091
793,2/1/2019,"Los Angeles-Long Beach-Anaheim, CA",91.772
794,3/1/2019,"Los Angeles-Long Beach-Anaheim, CA",91.803
795,4/1/2019,"Los Angeles-Long Beach-Anaheim, CA",91.923
796,5/1/2019,"Los Angeles-Long Beach-Anaheim, CA",91.852
797,6/1/2019,"Los Angeles-Long Beach-Anaheim, CA",91.783
798,7/1/2019,"Los Angeles-Long Beach-Anaheim, CA",92.094
799,8/1/2019,"Los Angeles-Long Beach-Anaheim, CA",91.674
800,9/1/2019,"Los Angeles-Long Beach-Anaheim, CA",90.969
801,10/1/2019,"Los Angeles-Long Beach-Anaheim, CA",91.183
802,11/1/2019,"Los Angeles-Long Beach-Anaheim, CA",90.685
803,12/1/2019,"Los Angeles-Long Beach-Anaheim, CA",89.681
804,1/1/2020,"Los Angeles-Long Beach-Anaheim, CA",90.689
805,2/1/2020,"Los Angeles-Long Beach-Anaheim, CA",91.527
806,3/1/2020,"Los Angeles-Long Beach-Anaheim, CA",90.78
807,4/1/2020,"Los Angeles-Long Beach-Anaheim, CA",90.854
808,5/1/2020,"Los Angeles-Long Beach-Anaheim, CA",90.029
809,6/1/2020,"Los Angeles-Long Beach-Anaheim, CA",89.615
